PA,district_name,state_abbr,state_name,new_26,new_26_desc,24,24_desc,22,22_desc,20,20_desc,18,18_desc,16,16_desc
905,CT-05,CT,Connecticut,,,No,,Yes,"CT-5 kept most of its previous shape, trading territory with CT-1, CT-3 and CT-4 within the same counties. It was a Democratic-leaning toss-up.",No,,No,,No,
1001,DE-01,DE,Delaware,,,No,,No,,No,,No,,No,
1201,FL-01,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-1's lines are unchanged, still covering the western Panhandle around Pensacola (Escambia, Santa Rosa, Okaloosa and part of Walton County).",No,,Yes,"FL-1 was reshaped, dropping out of Holmes County and cutting its share of Walton County from 100% to 59%. It was solidly Republican.",No,,No,,Yes,FL-1's western Panhandle lines were left unchanged by the remedial map. It remained safely Republican.
1202,FL-02,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-2's lines are unchanged, still running from Panama City through Tallahassee and the Big Bend.",No,,Yes,"FL-2 was reshaped, adding Madison and Gadsden counties, taking in the rest of Holmes County and taking in the rest of Jefferson County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,"FL-2 was pulled out of Tallahassee, giving up Gadsden County and most of Leon and Jefferson, and extended east instead across Dixie, Lafayette, Suwannee, Levy and Gilchrist counties. It stayed safely Republican."
1203,FL-03,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-3's lines are unchanged, still a north-central seat anchored by Gainesville and reaching into part of Marion County.",No,,Yes,"FL-3 was substantially redrawn, adding Dixie, Suwannee, Levy, Gilchrist, Hamilton and Baker counties and one more, taking 92% of Lafayette County and giving up Clay and Putnam counties. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,"FL-3 consolidated around Gainesville and Ocala, taking in all of Alachua and Putnam counties and half of Marion, while shedding the rural belt of Dixie, Lafayette, Suwannee, Levy, Gilchrist, Hamilton and Columbia. It remained solidly Republican."
1204,FL-04,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-4's lines are unchanged, still pairing Nassau and Clay counties with the western side of Jacksonville.",No,,Yes,"FL-4 was reshaped, adding Clay County and dropping out of St. Johns County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,Yes,"FL-4 shifted south out of Jacksonville, taking 71% of St. Johns County and giving up Baker County and part of Duval. It stayed safely Republican."
1205,FL-05,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-5's lines are unchanged, still covering the rest of Jacksonville and most of St. Johns County.",No,,Yes,"FL-5 was rebuilt almost from scratch, taking 62% of St. Johns County, giving up Madison, Baker, Gadsden and Hamilton counties and dropping out of Jefferson County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,"FL-5 was reoriented from a north-south district running from Jacksonville toward Orlando into an east-west one spanning the top of the state, adding Madison, Baker, Gadsden and Hamilton counties plus most of Leon and Jefferson while giving up Putnam, Lake, Alachua, Orange, Marion, Clay and Seminole. It remained solidly Democratic."
1206,FL-06,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-6's lines are unchanged, still taking in Flagler and Putnam counties plus parts of Volusia, Marion, Lake and St. Johns.",No,,Yes,"FL-6 was reshaped, adding Putnam County, taking 60% of Marion County and raising its share of St. Johns County from 28% to 38%. It was solidly Republican.",No,,No,,Yes,"FL-6 took in all of Volusia County and 39% of Lake, giving up Putnam County and most of St. Johns. It stayed Republican-leaning."
1207,FL-07,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew central and southern Florida but left the Panhandle and North Florida alone: FL-7's lines are unchanged, still made up of Seminole County and southern Volusia County.",No,,Yes,"FL-7 was reshaped, taking 47% of Volusia County. It leaned Republican.",No,,No,,Yes,"FL-07 tightened around Seminole County, taking in nearly all of it and dropping its share of Volusia. It became one of the state's most closely divided seats."
1208,FL-08,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) kept FL-8 anchored in Brevard County but dropped Indian River County (now in FL-9) and pushed further into eastern Orange County around UCF. On 2024 presidential results it moves from Trump +22 to Trump +16.",No,,Yes,"FL-8 kept most of its previous shape, cutting its share of Orange County from 24% to 13%. It was solidly Republican.",No,,No,,Yes,FL-8's Space Coast lines were left unchanged by the remedial map. It remained solidly Republican.
1209,FL-09,FL,Florida,Yes,"FL-9 is one of four Democratic-held seats that Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) turned Republican-leaning. It gave up its share of Orange County and now runs from Osceola County (Kissimmee, St. Cloud) south and east through Okeechobee, Highlands and Glades counties to Indian River County on the Atlantic coast, shifting from Harris +3.5 to Trump +18.",No,,Yes,"FL-9 was reshaped, raising its share of Orange County from 16% to 27% and dropping out of Polk County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,Yes,"FL-9 moved west, raising its share of Polk County from 8% to 47% while cutting its share of Orange. It stayed Democratic-leaning."
1210,FL-10,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) reshaped FL-10 within Orange County but kept it a compact Orlando seat (downtown Orlando, Pine Hills, Winter Park). At Harris +24 it is the only Democratic-leaning district left in Central Florida.",No,,Yes,"FL-10 was rebuilt almost from scratch, cutting its share of Orange County from 51% to 27%. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,Yes,"FL-10 was concentrated in Orange County, doubling its share there to 51% while giving up Lake and Polk counties entirely. It became solidly Democratic."
1211,FL-11,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) made only modest changes to FL-11, which still covers Sumter County (The Villages), much of Lake County and western Orange County but no longer reaches into Polk County. Its partisanship is essentially unchanged at Trump +16.",No,,Yes,"FL-11 was substantially redrawn, taking 33% of Orange County, raising its share of Lake County from 37% to 56% and giving up Hernando and Citrus counties. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,FL-11 took in 36% of Lake County and cut its share of Marion from 56% to 32%. It remained safely Republican.
1212,FL-12,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) used FL-12 to split Tampa. Formerly a Citrus-Hernando-Pasco seat (Trump +34), it handed Citrus, Hernando and eastern Pasco to FL-15 and now runs from western and central Pasco County (New Port Richey, Land O' Lakes) south into Hillsborough County, including Carrollwood and downtown Tampa. It is now Trump +15.",No,,Yes,"FL-12 was reshaped, adding Hernando and Citrus counties, dropping out of Pinellas County and cutting its share of Pasco County from 99% to 80%. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,Yes,"FL-12 raised its share of Pinellas County from 23% to 33%, otherwise keeping its Gulf Coast footprint. It stayed solidly Republican."
1213,FL-13,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) adjusted FL-13 only at the edges. It remains a Pinellas County seat (Clearwater, Largo, Palm Harbor) that leaves out downtown and south St. Petersburg, moving from Trump +12 to Trump +13.",No,,Yes,"FL-13 was reshaped, raising its share of Pinellas County from 63% to 84%. It leaned Republican.",No,,No,,Yes,"FL-13 remained a Pinellas County seat, but the remedial map removed the arm that had reached across Tampa Bay and made it a compact, wholly Pinellas district. It became a narrowly Democratic toss-up."
1214,FL-14,FL,Florida,Yes,"FL-14 is one of four Democratic-held seats that Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) turned Republican-leaning. The old Tampa-St. Petersburg district (Harris +8) lost St. Petersburg to FL-16 and downtown and East Tampa to FL-12 and FL-15; it now lies entirely in Hillsborough County, joining South Tampa and Town 'n' Country to the eastern and southern suburbs (Brandon, Plant City, Riverview, Sun City Center) at Trump +10.",No,,Yes,"FL-14 was reshaped, taking 15% of Pinellas County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,Yes,"FL-14 dropped its share of Pinellas County, concentrating the district in Hillsborough and Tampa. It remained Democratic-leaning."
1215,FL-15,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) turned FL-15 from a northeast Hillsborough-east Pasco seat into one that runs north from East Tampa and Temple Terrace through eastern Pasco County (Wesley Chapel, Zephyrhills, Dade City) to all of Hernando and Citrus counties, which came from FL-12. It moves from Trump +11 to Trump +20.",No,,Yes,"FL-15 was substantially redrawn, taking 20% of Pasco County, dropping out of Lake County and cutting its share of Polk County from 25% to 6%. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,Yes,"FL-15 reached north to take 25% of Lake County, otherwise holding its inland Tampa-area shape. It stayed Republican-leaning."
1216,FL-16,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) kept FL-16 based in Manatee County (Bradenton) but swapped its southern Hillsborough suburbs for St. Petersburg, across Tampa Bay, along with part of Sarasota County, inland DeSoto and Hardee counties and a piece of Polk County. It moves from Trump +15 to Trump +14.",No,,Yes,"FL-16 was reshaped, dropping out of Sarasota County. It leaned Republican.",No,,No,,Yes,FL-16 took in all of Manatee County and 36% of Hillsborough while cutting its share of Sarasota from 100% to 36%. It remained Republican-leaning.
1217,FL-17,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) left FL-17 a southwest coast seat (Sarasota, Venice, North Port, Punta Gorda and part of Lee County) but gave part of Sarasota County to FL-16 and reshuffled its Lee County territory with FL-19. It moves from Trump +24 to Trump +22.",No,,Yes,"FL-17 was substantially redrawn, taking in the rest of Sarasota County, giving up Glades, DeSoto, Hardee, Okeechobee and Highlands counties and dropping out of Polk County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,"FL-17 swapped its Manatee and Hillsborough county territory for 64% of Sarasota, and cut its share of Polk from 52% to 28%. It stayed solidly Republican."
1218,FL-18,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) shrank FL-18 from a sprawling Heartland district into a compact Polk County seat (Lakeland, Winter Haven, Haines City) with a small piece of Osceola County around Poinciana. DeSoto, Hardee, Highlands, Okeechobee, Glades and Hendry counties went to neighboring districts, taking it from Trump +29 to Trump +17.",No,,Yes,"FL-18 was rebuilt almost from scratch, adding Glades, DeSoto, Hardee, Okeechobee, Hendry and Highlands counties, taking 77% of Polk County and giving up Martin and St. Lucie counties. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,FL-18's Treasure Coast lines were left unchanged by the remedial map. It remained Republican-leaning.
1219,FL-19,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) made only small changes to FL-19, which remains the coastal Lee-Collier seat (Cape Coral, Naples) and trades some Lee County territory with FL-17. It stays about Trump +30.",No,,Yes,"FL-19 kept most of its previous shape, trading territory with FL-25 and FL-17 within the same counties. It was solidly Republican.",No,,No,,Yes,FL-19's southwest Gulf Coast lines were left unchanged. It stayed solidly Republican.
1220,FL-20,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) redrew FL-20 from a heavily Black district linking parts of Broward and Palm Beach counties through the Everglades farm towns into a compact central and northern Broward seat (Fort Lauderdale, Pompano Beach, Lauderhill, Tamarac, Sunrise, Coral Springs, Deerfield Beach). It stays safely Democratic at Harris +37.",No,,Yes,"FL-20 kept most of its previous shape, trading territory with FL-23, FL-22 and FL-18 within the same counties. It was safely Democratic.",No,,No,,Yes,"FL-20 gave up Hendry County and concentrated in Broward, raising its share there from 44% to 72%. It remained safely Democratic."
1221,FL-21,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) made only minor adjustments to FL-21, which still covers St. Lucie and Martin counties and northern Palm Beach County (Jupiter, Palm Beach Gardens) at Trump +16.",No,,Yes,"FL-21 was rebuilt almost from scratch, adding Martin and St. Lucie counties. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Republican.",No,,No,,Yes,FL-21's Palm Beach County lines were left unchanged by the remedial map. It stayed solidly Democratic.
1222,FL-22,FL,Florida,Yes,"FL-22 is one of four Democratic-held seats that Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) turned Republican-leaning. The number moved off the old Palm Beach County coastal seat (Harris +6) to a largely new cross-state district joining Collier and Hendry counties to western Palm Beach County (Wellington, Belle Glade) and western Broward County (Parkland, Plantation, Weston, Davie) at Trump +10.",No,,Yes,"FL-22 was rebuilt almost from scratch, taking 12% of Palm Beach County and dropping out of Broward County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,Yes,FL-22's Broward and Palm Beach coastal lines were left unchanged. It remained Democratic-leaning.
1223,FL-23,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) moved FL-23 north. Once a Broward-Boca Raton seat (Harris +2), it now covers coastal Palm Beach County from Riviera Beach and West Palm Beach south through Boynton Beach and Delray Beach, territory that was mostly in the old FL-22, and is Harris +14.",No,,Yes,"FL-23 was rebuilt almost from scratch, trading territory with FL-22 and FL-21 within the same counties. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,Yes,FL-23's Broward and Miami-Dade coastal lines were left unchanged. It stayed solidly Democratic.
1224,FL-24,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) kept FL-24 as the heavily Black seat of northern Miami-Dade County (Miami Gardens, North Miami, Liberty City) and extended it further into southern Broward County to take in Hollywood, deepening it from Harris +30 to Harris +39.",No,,Yes,"FL-24 kept most of its previous shape, trading territory with FL-27 and FL-23 within the same counties. It was safely Democratic.",No,,No,,Yes,FL-24's Miami-Dade and Broward lines were left unchanged by the remedial map. It remained safely Democratic.
1225,FL-25,FL,Florida,Yes,"FL-25 is one of four Democratic-held seats that Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) turned Republican-leaning. Formerly a southern Broward seat (Harris +5), it is now a coastal strip running from Boca Raton in Palm Beach County down through Broward to Aventura and Miami Beach in Miami-Dade County, at Trump +9.",No,,Yes,"FL-25 was rebuilt almost from scratch, taking 17% of Broward County, giving up Hendry County and dropping out of Collier County. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Democratic.",No,,No,,Yes,"FL-25 took in all of Hendry County and gave up its share of Broward, shifting the district inland across the Everglades. It stayed Republican-leaning."
1226,FL-26,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) removed Collier County from FL-26 (it now sits in FL-22). The district keeps Hialeah, Miami Lakes and Doral in northwest Miami-Dade County and adds Pembroke Pines and Miramar in southwest Broward County, moving from Trump +35 to Trump +18.",No,,Yes,"FL-26 was rebuilt almost from scratch, taking 89% of Collier County, giving up Monroe County and cutting its share of Miami-Dade County from 62% to 25%. Florida gained a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,Yes,FL-26's Miami-Dade and Monroe county lines were left unchanged. It remained Democratic-leaning.
1227,FL-27,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) made only minor adjustments to FL-27, which still covers central Miami-Dade County (downtown Miami, Little Havana, Coral Gables, Kendall) at about Trump +15.",No,,Yes,"FL-27 was reshaped, trading territory with FL-26 and FL-25 within the same counties. It was evenly split.",No,,No,,Yes,FL-27's Miami-Dade lines were left unchanged by the remedial map. It stayed Democratic-leaning.
1228,FL-28,FL,Florida,Yes,"Florida's 2026 map (signed by Gov. Ron DeSantis on May 4, 2026, and cleared for use by the Florida Supreme Court on June 10) made only minor adjustments to FL-28, which still covers southwestern Miami-Dade County (Homestead) and the Florida Keys at about Trump +25.",No,,Yes,"FL-28 was a new seat, created when Florida gained a district in the 2020 reapportionment, built on Monroe County. It was a Republican-leaning toss-up.",Inactive,,Inactive,,Inactive,
1301,GA-01,GA,Georgia,,,Yes,GA-1's south-coastal lines were essentially unchanged apart from a sliver of Evans County. It stayed solidly Republican.,Yes,"GA-1 was reshaped, adding Appling County, giving up Clinch and Echols counties and dropping out of Lowndes County. It was solidly Republican.",No,,No,,No,
1302,GA-02,GA,Georgia,,,Yes,GA-2's southwest Georgia lines were left unchanged by the court-ordered redraw. It remained a narrowly Democratic seat.,Yes,"GA-2 kept most of its previous shape, adding Thomas County, taking 13% of Houston County and raising its share of Muscogee County from 78% to 89%. It was a Democratic-leaning toss-up.",No,,No,,No,
1303,GA-03,GA,Georgia,,,Yes,GA-3's west-central Georgia lines were essentially unchanged. It stayed safely Republican.,Yes,"GA-3 kept most of its previous shape, adding Haralson County, taking 56% of Douglas County and cutting its share of Henry County from 32% to 15%. It was safely Republican.",No,,No,,No,
1304,GA-04,GA,Georgia,,,Yes,"GA-4 gave up Rockdale and Newton counties and part of DeKalb, taking 18% of Gwinnett County in exchange and losing more than half its old area. It remained safely Democratic.",Yes,"GA-4 was reshaped, raising its share of DeKalb County from 59% to 78%, cutting its share of Newton County from 45% to 24% and dropping out of Gwinnett County. It was safely Democratic.",No,,No,,No,
1305,GA-05,GA,Georgia,,,Yes,"GA-5 moved south into Clayton County, raising its share there from 15% to 47%, while its share of Fulton County fell from 32% to 18%. It stayed safely Democratic.",Yes,"GA-5 was reshaped, cutting its share of Clayton County from 36% to 15%. It was safely Democratic.",No,,No,,No,
1306,GA-06,GA,Georgia,,,Yes,"GA-6 shares no territory at all with its predecessor. The old north-suburban seat built on Forsyth, Dawson and Cherokee counties was replaced by a west metro Atlanta district spanning Douglas County, half of Fulton, a third of Cobb and part of Fayette — the additional majority-Black district the court ordered. It flipped from solidly Republican to safely Democratic.",Yes,"GA-6 was reshaped, adding Dawson and Forsyth counties, taking 31% of Cherokee County and dropping out of DeKalb County. It was solidly Republican.",No,,No,,No,
1307,GA-07,GA,Georgia,,,Yes,"GA-7 moved north, giving up Gwinnett County — 65% of it — for Forsyth, Dawson and Lumpkin counties plus shares of Cherokee, Hall and Fulton. Only a tenth of its old area carried over, and it flipped from solidly Democratic to solidly Republican.",Yes,"GA-7 was substantially redrawn, dropping out of Forsyth County. It was solidly Democratic.",No,,No,,No,
1308,GA-08,GA,Georgia,,,Yes,GA-8's south-central Georgia lines were left unchanged. It stayed safely Republican.,Yes,"GA-8 kept most of its previous shape, adding Crisp, Jeff Davis, Clinch, Echols, Coffee and Baldwin counties, taking in the rest of Lowndes County and giving up Thomas County. It was safely Republican.",No,,No,,No,
1309,GA-09,GA,Georgia,,,Yes,"GA-9 took Jackson County and a larger share of Gwinnett while giving up Hart, Franklin and Lumpkin counties and part of Hall. It remained safely Republican.",Yes,"GA-9 was reshaped, taking 29% of Gwinnett County, giving up Elbert, Madison, Dawson and Jackson counties and dropping out of Forsyth County. It was safely Republican.",No,,No,,No,
1310,GA-10,GA,Georgia,,,Yes,"GA-10 added Hart and Franklin counties and a slice of Gwinnett, giving up Jackson County. It stayed solidly Republican.",Yes,"GA-10 was substantially redrawn, adding Elbert, Madison and Jackson counties, taking in the rest of Clarke County and raising its share of Henry County from 34% to 57%. It was safely Republican.",No,,No,,No,
1311,GA-11,GA,Georgia,,,Yes,"GA-11 took Gordon County and trimmed its share of Cobb, growing in northwest Georgia. It remained solidly Republican.",Yes,"GA-11 was reshaped, adding Pickens County and cutting its share of Cherokee County from 99% to 69%. It was solidly Republican.",No,,No,,No,
1312,GA-12,GA,Georgia,,,Yes,GA-12's east Georgia lines were essentially unchanged. It stayed solidly Republican.,Yes,"GA-12 was reshaped, adding McDuffie, Glascock, Washington, Jefferson, Lincoln and Warren counties and one more, taking 70% of Wilkes County and taking in the rest of Columbia County. It was solidly Republican.",No,,No,,No,
1313,GA-13,GA,Georgia,,,Yes,"GA-13 kept only about a quarter of its old area: in came Rockdale County, 36% of Gwinnett and part of Newton, while its Douglas, Fulton and Cobb county territory went to the rebuilt GA-6. It remained safely Democratic.",Yes,"GA-13 was reshaped, raising its share of Clayton County from 59% to 83% and cutting its share of Douglas County from 100% to 44%. It was safely Democratic.",No,,No,,No,
1314,GA-14,GA,Georgia,,,Yes,GA-14 gave up Gordon County and took a slightly larger share of Cobb. It stayed safely Republican.,Yes,"GA-14 kept most of its previous shape, taking 15% of Cobb County, giving up Haralson County and dropping out of Pickens County. It was safely Republican.",No,,No,,No,
1501,HI-01,HI,Hawaii,,,No,,Yes,"HI-1 kept most of its previous shape, trading territory with HI-2 within the same counties. It was solidly Democratic.",No,,No,,No,
1502,HI-02,HI,Hawaii,,,No,,Yes,"HI-2 kept most of its previous shape, trading territory with HI-1 within the same counties. It was solidly Democratic.",No,,No,,No,
1601,ID-01,ID,Idaho,,,No,,Yes,"ID-1 kept most of its previous shape, trading territory with ID-2 within the same counties. It was safely Republican.",No,,No,,No,
1602,ID-02,ID,Idaho,,,No,,Yes,"ID-2 kept most of its previous shape, trading territory with ID-1 within the same counties. It was solidly Republican.",No,,No,,No,
1701,IL-01,IL,Illinois,,,No,,Yes,"IL-1 was reshaped, raising its share of Will County from 17% to 52% and taking 14% of Kankakee County. It was safely Democratic.",No,,No,,No,
1702,IL-02,IL,Illinois,,,No,,Yes,"IL-2 was reshaped, adding Iroquois County, taking 90% of Ford County and taking 71% of Vermilion County. It was safely Democratic.",No,,No,,No,
1703,IL-03,IL,Illinois,,,No,,Yes,"IL-3 was rebuilt almost from scratch, taking 30% of DuPage County and dropping out of Cook County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
1704,IL-04,IL,Illinois,,,No,,Yes,"IL-4 was reshaped, trading territory with IL-3, IL-5 and IL-6 within the same counties. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
1705,IL-05,IL,Illinois,,,No,,Yes,"IL-5 was substantially redrawn, trading territory with IL-6, IL-9 and IL-8 within the same counties. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
1706,IL-06,IL,Illinois,,,No,,Yes,"IL-6 was rebuilt almost from scratch, dropping out of Kane County and cutting its share of DuPage County from 42% to 25%. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Democratic-leaning toss-up.",No,,No,,No,
1707,IL-07,IL,Illinois,,,No,,Yes,"IL-7 kept most of its previous shape, trading territory with IL-4 and IL-5 within the same counties. It was safely Democratic.",No,,No,,No,
1708,IL-08,IL,Illinois,,,No,,Yes,"IL-8 was reshaped, taking 26% of Kane County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,No,
1709,IL-09,IL,Illinois,,,No,,Yes,"IL-9 was reshaped, trading territory with IL-6, IL-10 and IL-14 within the same counties. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Democratic.",No,,No,,No,
1710,IL-10,IL,Illinois,,,No,,Yes,"IL-10 kept most of its previous shape, raising its share of Lake County from 55% to 79% and taking 22% of McHenry County. It was solidly Democratic.",No,,No,,No,
1711,IL-11,IL,Illinois,,,No,,Yes,"IL-11 was substantially redrawn, raising its share of Kane County from 7% to 59%, taking 48% of McHenry County and dropping out of Will County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,No,
1712,IL-12,IL,Illinois,,,No,,Yes,"IL-12 kept most of its previous shape, adding 22 whole counties, among them Saline, Hamilton and Richland counties, taking 52% of Coles County and cutting its share of St. Clair County from 100% to 81%. It was safely Republican.",No,,No,,No,
1713,IL-13,IL,Illinois,,,No,,Yes,"IL-13 was substantially redrawn, raising its share of Sangamon County from 11% to 48%, taking 19% of St. Clair County and giving up De Witt, Jersey, Montgomery, Calhoun, Greene and Christian counties. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Democratic-leaning toss-up.",No,,No,,No,
1714,IL-14,IL,Illinois,,,No,,Yes,"IL-14 was substantially redrawn, taking 61% of LaSalle County, raising its share of DeKalb County from 25% to 70% and dropping out of McHenry County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It leaned Democratic.",No,,No,,No,
1715,IL-15,IL,Illinois,,,No,,Yes,"IL-15 was substantially redrawn, adding 18 whole counties, among them Logan, Scott and De Witt counties, taking 88% of McDonough County and taking 73% of Warren County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was safely Republican.",No,,No,,No,
1716,IL-16,IL,Illinois,,,No,,Yes,"IL-16 was substantially redrawn, adding Marshall, Jo Daviess and Woodford counties, taking 86% of McLean County and taking 85% of Henry County. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was solidly Republican.",No,,No,,No,
1717,IL-17,IL,Illinois,,,No,,Yes,"IL-17 was substantially redrawn, raising its share of Tazewell County from 11% to 46%, raising its share of Peoria County from 12% to 40% and giving up Jo Daviess and Henderson counties. Illinois lost a seat in the 2020 reapportionment, which shifted lines across the state. It was a Democratic-leaning toss-up.",No,,No,,No,
1718,IL-18,IL,Illinois,,,Inactive,,Inactive,,No,,No,,No,
1801,IN-01,IN,Indiana,,,No,,Yes,"IN-1 kept most of its previous shape, trading territory with IN-2 within the same counties. It was a Democratic-leaning toss-up.",No,,No,,No,
1802,IN-02,IN,Indiana,,,No,,Yes,"IN-2 kept most of its previous shape, taking 58% of Cass County and raising its share of Kosciusko County from 63% to 81%. It was solidly Republican.",No,,No,,No,
1803,IN-03,IN,Indiana,,,No,,Yes,"IN-3 kept most of its previous shape, taking in the rest of Blackford County, taking 44% of Randolph County and cutting its share of Kosciusko County from 37% to 19%. It was safely Republican.",No,,No,,No,
1804,IN-04,IN,Indiana,,,No,,Yes,"IN-4 kept most of its previous shape, taking in the rest of Morgan County, taking in the rest of Boone County and dropping out of Howard County. It was safely Republican.",No,,No,,No,
1805,IN-05,IN,Indiana,,,No,,Yes,"IN-5 kept most of its previous shape, adding Delaware County, taking in the rest of Howard County and dropping out of Blackford County. It was solidly Republican.",No,,No,,No,
