office,state,race,year,election_type,party,candidate,fec_id,reports,receipts_sept,receipts_full_from_reports,receipts_final_csv
H,ID,ID-01,2022,Regular,R,Russ Fulcher,H8ID01124,11,374232.36,536931.86,536931.86
H,ID,ID-02,2022,Regular,D,Wendy Norman,H2ID02216,5,5765.00,13856.48,13856.48
H,ID,ID-02,2022,Regular,R,Michael Simpson,H8ID02064,11,1332700.96,1623606.84,1623606.84
H,IL,IL-01,2022,Regular,D,Jonathan Jackson,H2IL01349,7,535244.25,793218.64,793218.64
H,IL,IL-01,2022,Regular,R,Eric Carlson,H2IL01323,4,3151.73,5896.21,5896.21
H,IL,IL-02,2022,Regular,D,Robin Kelly,H2IL02172,11,1286657.88,1746109.48,1746109.48
H,IL,IL-03,2022,Regular,D,Delia Ramirez,H2IL03162,8,738080.27,990197.28,990197.28
H,IL,IL-03,2022,Regular,R,Justin Burau,H2IL06082,9,18708.99,28273.99,28273.99
H,IL,IL-04,2022,Regular,D,Chuy García,H8IL04134,11,762883.98,938958.69,938958.69
H,IL,IL-05,2022,Regular,D,Mike Quigley,H0IL05096,11,736797.84,1053627.40,1053627.4
H,IL,IL-05,2022,Regular,R,Tommy Hanson,H8IL05073,0,,,28663.3
H,IL,IL-06,2022,Regular,D,Sean Casten,H8IL06139,11,3436691.31,5577460.28,5577460.28
H,IL,IL-06,2022,Regular,R,Keith Pekau,H2IL06116,12,438907.12,1514693.19,1514693.19
H,IL,IL-07,2022,Regular,D,Danny Davis,H4IL07037,11,535522.26,682447.21,682447.21
H,IL,IL-08,2022,Regular,D,Raja Krishnamoorthi,H6IL08147,11,6727825.78,8498368.19,8498368.19
H,IL,IL-08,2022,Regular,R,Chris Dargis,H2IL08187,7,278614.39,545818.55,545818.55
H,IL,IL-09,2022,Regular,D,Janice Schakowsky,H8IL09067,11,1293214.38,1563009.22,1563009.22
H,IL,IL-09,2022,Regular,R,Max Rice,H8IL09174,1,0.00,9895.50,9895.5
H,IL,IL-10,2022,Regular,D,Bradley Scott Schneider,H2IL10068,11,2782991.60,3797651.97,3797651.97
H,IL,IL-10,2022,Regular,R,Joseph Severino,H0IL10393,5,12675.00,34275.00,34275.0
H,IL,IL-11,2022,Regular,D,Bill Foster,H8IL14067,11,2344727.44,3332176.89,3332176.89
H,IL,IL-11,2022,Regular,R,Catalina Lauf,H2IL16107,15,1452238.07,2775559.99,2775559.99
H,IL,IL-12,2022,Regular,D,Chip Markel,H2IL12197,6,9926.00,65213.29,65213.29
H,IL,IL-12,2022,Regular,R,Mike Bost,H4IL12060,11,1245393.74,1664091.40,1664091.4
H,IL,IL-13,2022,Regular,D,Nikki Budzinski,H2IL13153,9,2068287.42,3933506.61,3933506.61
H,IL,IL-13,2022,Regular,R,Regan Deering,H2IL13179,11,436806.10,2096672.96,2096672.96
H,IL,IL-14,2022,Regular,D,Lauren Underwood,H8IL14174,11,5019918.78,6889213.25,6889213.25
H,IL,IL-14,2022,Regular,R,Scott Gryder,H2IL14102,11,156088.86,658298.50,658298.5
H,IL,IL-15,2022,Regular,D,Paul Lange,H2IL15109,5,2300.00,46211.80,46211.8
H,IL,IL-15,2022,Regular,R,Mary Miller,H0IL15129,11,1650509.37,2019930.74,2019930.74
H,IL,IL-16,2022,Regular,D,Lisa Haderlein,H2IL16156,4,0.00,38117.98,38117.98
H,IL,IL-16,2022,Regular,R,Darin LaHood,H6IL18088,11,3201344.77,3915556.68,3915556.68
H,IL,IL-17,2022,Regular,D,Eric Sorensen,H2IL17147,8,599411.48,3120058.37,3120058.37
H,IL,IL-17,2022,Regular,R,Esther Joy King,H0IL17083,16,3101575.55,5114935.20,5114935.2
H,IN,IN-01,2022,Regular,D,Frank Mrvan,H0IN01150,11,944418.17,2483248.03,2483248.03
H,IN,IN-01,2022,Regular,R,Jennifer-Ruth Green,H2IN01172,14,991798.57,3492664.39,3492664.39
H,IN,IN-02,2022,Regular,D,Paul Steury,H2IN02279,7,32305.00,103660.38,103660.38
H,IN,IN-02,2022,Regular,R,Rudy Yakym III,H2IN02295,4,0.00,1151524.32,1151524.32
H,IN,IN-03,2022,Regular,D,Gary Snyder,H2IN03202,7,29900.28,74397.02,74397.02
H,IN,IN-03,2022,Regular,R,Jim Banks,H6IN03229,11,1847765.61,2653270.22,2653270.22
H,IN,IN-04,2022,Regular,R,James Baird,H8IN04199,11,290234.69,434679.53,434679.53
H,IN,IN-05,2022,Regular,D,Jeannine Lee Lake,H8IN06202,6,11717.22,43404.37,43404.37
H,IN,IN-05,2022,Regular,R,Victoria Spartz,H0IN05326,11,3197937.09,4156237.89,4156237.89
H,IN,IN-06,2022,Regular,D,Cinde Wirth,H2IN06304,7,14444.93,50771.60,50771.6
H,IN,IN-06,2022,Regular,R,Greg Pence,H8IN06129,11,1851469.54,2281638.58,2281638.58
H,IN,IN-07,2022,Regular,D,André Carson,H8IN07184,11,616996.91,857306.00,857306.0
H,IN,IN-07,2022,Regular,R,Angela Grabovsky,H2IN07179,7,364718.85,498397.85,498397.85
H,IN,IN-08,2022,Regular,D,Ray McCormick,H2IN08169,7,74940.00,149920.22,149920.22
H,IN,IN-08,2022,Regular,R,Larry Bucshon,H0IN08114,11,1055455.50,1428441.16,1428441.16
H,IN,IN-09,2022,Regular,D,Matthew Fyfe,H2IN09191,8,81481.92,122824.28,122824.28
H,IN,IN-09,2022,Regular,R,Erin Houchin,H6IN09143,7,717357.62,1356559.00,1356559.0
H,KS,KS-01,2022,Regular,D,Jimmy Beard,H2KS01079,6,5820.00,17691.91,17691.91
H,KS,KS-01,2022,Regular,R,Tracey Mann,H0KS01123,11,1020742.15,1237054.19,1237054.19
H,KS,KS-02,2022,Regular,D,Patrick Schmidt,H2KS02143,9,658960.06,1108610.39,1108610.39
H,KS,KS-02,2022,Regular,R,Jake LaTurner,H0KS02188,11,1219065.39,1478931.28,1478931.28
H,KS,KS-03,2022,Regular,D,Sharice Davids,H8KS03155,11,4767559.50,7894095.76,7894095.76
H,KS,KS-03,2022,Regular,R,Amanda Adkins,H0KS03236,16,2221892.92,3859633.31,3859633.31
H,KS,KS-04,2022,Regular,D,Bob Hernandez,H2KS04149,5,5760.00,43266.17,43266.17
H,KS,KS-04,2022,Regular,R,Ron Estes,H8KS04112,11,1416523.15,1869686.09,1869686.09
H,KY,KY-01,2022,Regular,D,Jimmy Ausbrooks,H2KY01085,9,6231.73,7866.73,7866.73
H,KY,KY-01,2022,Regular,R,James Comer,H6KY01110,11,1226108.57,1649489.62,1649489.62
H,KY,KY-02,2022,Regular,D,Hank Linderman,H8KY02080,11,53198.95,87461.23,87461.23
H,KY,KY-02,2022,Regular,R,Brett Guthrie,H8KY02031,11,1740473.92,2259392.72,2259392.72
H,KY,KY-03,2022,Regular,D,Morgan McGarvey,H2KY03206,8,2096051.68,3088931.24,3088931.24
H,KY,KY-03,2022,Regular,R,Stuart Ray,H2KY03214,8,472736.79,622973.39,622973.39
H,KY,KY-04,2022,Regular,D,Matthew Lehman,H2KY04212,7,160953.02,304093.57,304093.57
H,KY,KY-04,2022,Regular,R,Thomas Massie,H2KY04121,11,841369.85,1105338.75,1105338.75
H,KY,KY-05,2022,Regular,D,Conor Halbleib,H2KY05177,3,12331.44,18701.81,18701.81
H,KY,KY-05,2022,Regular,R,Harold Rogers,H0KY05015,11,591044.31,820504.67,820504.67
H,KY,KY-06,2022,Regular,D,Geoff Young,H4KY06163,9,153072.51,239157.17,239157.17
H,KY,KY-06,2022,Regular,R,Andy Barr,H0KY06104,11,2944693.00,3845266.61,3845266.61
H,LA,LA-01,2022,Regular,D,Katie Darling,H2LA01109,4,0.00,152463.58,152463.58
H,LA,LA-01,2022,Regular,R,Steve Scalise,H0LA01087,10,16170825.38,18570245.06,18570245.06
H,LA,LA-02,2022,Regular,D,Troy Carter,H2LA02149,12,2679772.13,3101798.13,3101798.13
H,LA,LA-02,2022,Regular,R,“Dan” Lux,H2LA02297,3,0.00,32371.00,32371.0
H,LA,LA-03,2022,Regular,R,Clay Higgins,H6LA03148,10,625926.24,1057244.85,1057244.85
H,LA,LA-04,2022,Regular,R,Mike Johnson,H6LA04138,10,1114148.29,1367852.92,1367852.92
H,LA,LA-05,2022,Regular,R,Julia Letlow,H2LA05126,11,2304291.91,2849171.25,2849171.25
H,LA,LA-06,2022,Regular,D,Rufus Holt Craig Jr.,H2LA06058,2,0.00,7540.90,7540.9
H,LA,LA-06,2022,Regular,R,Garret Graves,H4LA06153,10,1186247.66,2010467.77,2010467.77
H,MA,MA-01,2022,Regular,D,Richard Neal,H8MA02041,11,2719780.78,3493276.58,3493276.58
H,MA,MA-01,2022,Regular,R,Dean James Martilli,H2MA01228,7,5610.00,19752.89,19752.89
H,MA,MA-02,2022,Regular,D,James McGovern,H4MA03022,11,879210.12,1116203.86,1116203.86
H,MA,MA-02,2022,Regular,R,Jeffrey Sossa-Paquette,H2MA02085,11,133569.60,140906.35,140906.35
H,MA,MA-03,2022,Regular,D,Lori Trahan,H8MA03106,11,1713246.12,1968444.77,1968444.77
H,MA,MA-03,2022,Regular,R,Dean Tran,H2MA03141,8,116115.64,158145.09,158145.09
H,MA,MA-04,2022,Regular,D,Jake Auchincloss,H0MA04192,11,2712318.81,3067930.37,3067930.37
H,MA,MA-05,2022,Regular,D,Katherine Clark,H4MA05084,11,1799189.32,2174711.80,2174711.8
H,MA,MA-05,2022,Regular,R,Caroline Colarusso,H2MA05153,6,57024.64,107077.48,107077.48
H,MA,MA-06,2022,Regular,D,Seth Moulton,H4MA06090,11,1760555.97,2137107.99,2137107.99
H,MA,MA-06,2022,Regular,R,Bob May,H2MA06086,7,29438.00,53398.00,53398.0
H,MA,MA-07,2022,Regular,D,Ayanna Pressley,H8MA07032,11,1151610.99,1467293.46,1467293.46
H,MA,MA-08,2022,Regular,D,Stephen Lynch,H2MA09072,11,671801.12,962334.32,962334.32
H,MA,MA-09,2022,Regular,D,William Keating,H0MA10082,11,571349.21,717659.21,717659.21
H,MA,MA-09,2022,Regular,R,Jesse Brown,H2MA09239,11,344135.67,352855.67,352855.67
H,MD,MD-01,2022,Regular,D,Heather Mizeur,H2MD01220,10,1954881.08,2774380.70,2774380.7
H,MD,MD-01,2022,Regular,R,Andy Harris,H8MD01094,10,1493411.83,1921505.35,1921505.35
H,MD,MD-02,2022,Regular,D,Dutch Ruppersberger,H2MD02160,10,809908.52,1095414.25,1095414.25
H,MD,MD-02,2022,Regular,R,Nicolee Ambrose,H2MD02368,4,0.00,334903.32,500312.76
H,MD,MD-03,2022,Regular,D,John Sarbanes,H6MD03292,10,170332.20,186653.70,186653.7
H,MD,MD-03,2022,Regular,R,Yuripzy Morgan,H2MD02343,6,112975.37,503051.87,503051.87
H,MD,MD-04,2022,Regular,D,Glenn Ivey,H0MD07387,0,,,1896185.07
H,MD,MD-04,2022,Regular,R,Jeff Warner,H2MD04307,7,41548.24,57740.70,57740.7
H,MD,MD-05,2022,Regular,D,Steny Hoyer,H2MD05155,10,3027611.56,3924349.55,3924349.55
H,MD,MD-05,2022,Regular,R,Chris Palombi,H0MD05225,10,39243.93,63653.38,63653.38
H,MD,MD-06,2022,Regular,D,David Trone,H6MD08549,10,12783565.61,13144029.27,13144029.27
H,MD,MD-06,2022,Regular,R,Neil Parrott,H0MD06231,14,372437.43,1126115.59,1126115.59
H,MD,MD-07,2022,Regular,D,Kweisi Mfume,H6MD07020,10,387216.70,599985.23,599985.23
H,MD,MD-08,2022,Regular,D,Jamie Raskin,H6MD08457,10,3483789.52,4701192.12,4701192.12
H,MD,MD-08,2022,Regular,R,Gregory Thomas Coll,H0MD08203,10,7096.15,16294.27,16294.27
H,ME,ME-01,2022,Regular,D,Chellie Pingree,H8ME01120,11,401309.69,576607.49,576607.49
H,ME,ME-01,2022,Regular,R,Edwin Thelander,H2ME01131,9,293280.08,454062.79,454062.79
H,ME,ME-02,2022,Regular,D,Jared Golden,H8ME02185,11,3751883.13,6068685.18,6068685.18
H,ME,ME-02,2022,Regular,R,Bruce Poliquin,H4ME02234,13,2624399.43,3671939.64,3671939.64
H,MI,MI-01,2022,Regular,D,Bob Lorinser,H2MI01142,9,343239.46,588500.20,588500.2
H,MI,MI-01,2022,Regular,R,Jack Bergman,H6MI01226,11,1357228.23,1841958.42,1841958.42
H,MI,MI-02,2022,Regular,D,Jerry Hilliard,H8MI04101,7,10085.00,30655.33,30655.33
H,MI,MI-02,2022,Regular,R,John Moolenaar,H4MI04126,11,1765269.26,2197543.50,2197543.5
H,MI,MI-03,2022,Regular,D,Hillary Scholten,H0MI03316,11,1295092.68,3806547.95,3806547.95
H,MI,MI-03,2022,Regular,R,John Gibbs,H2MI03197,8,484309.28,1686030.12,1686030.12
H,MI,MI-04,2022,Regular,D,Joseph Alfonso,H2MI04260,5,4099.00,37258.83,37258.83
H,MI,MI-04,2022,Regular,R,Bill Huizenga,H0MI02094,11,2147778.41,3073021.13,3073021.13
H,MI,MI-05,2022,Regular,D,Bart Goldberg,H2MI05176,6,114690.01,164542.02,164542.02
H,MI,MI-05,2022,Regular,R,Tim Walberg,H4MI07103,11,1137048.87,1520614.63,1520614.63
H,MI,MI-06,2022,Regular,D,Debbie Dingell,H4MI12079,11,1184275.52,1559951.40,1559951.4
H,MI,MI-06,2022,Regular,R,Whittney Williams,H2MI06158,6,11551.46,12069.75,12069.75
H,MI,MI-07,2022,Regular,D,Elissa Slotkin,H8MI08102,11,6869587.34,9974583.81,9974583.81
H,MI,MI-07,2022,Regular,R,Tom Barrett,H2MI07123,12,1428775.11,2834473.95,2834473.95
H,MI,MI-08,2022,Regular,D,Daniel Kildee,H2MI05119,11,3355350.81,5627721.01,5627721.01
H,MI,MI-08,2022,Regular,R,Paul Junge,H0MI08141,16,1412211.64,3108702.53,3108702.53
H,MI,MI-09,2022,Regular,D,Brian Jaye,H2MI08154,11,44733.95,55654.51,55654.51
H,MI,MI-09,2022,Regular,R,Lisa McClain,H0MI10287,11,970742.80,1269568.48,1269568.48
H,MI,MI-10,2022,Regular,D,Carl Marlinga,H2MI10176,7,261855.01,1059983.76,1059983.76
H,MI,MI-10,2022,Regular,R,John James,H2MI10150,11,3733356.04,6954183.56,6954183.56
H,MI,MI-11,2022,Regular,D,Haley Stevens,H8MI11254,11,4737288.57,5574897.28,5574897.28
H,MI,MI-11,2022,Regular,R,Mark Ambrose,H2MI11265,6,292759.00,668345.01,668345.01
H,MI,MI-12,2022,Regular,D,Rashida Tlaib,H8MI13250,11,2827426.97,3337996.20,3337996.2
H,MI,MI-12,2022,Regular,R,Steven Elliott,H2MI13311,7,20136.22,265846.32,265846.32
H,MI,MI-13,2022,Regular,D,Shri Thanedar,H2MI13204,8,8187122.97,9319161.71,9319161.71
H,MI,MI-13,2022,Regular,R,Martell Bivings,H2MI13360,6,15575.00,106131.15,106131.15
H,MN,MN-01,2022,Regular,D,Jeff Ettinger,H2MN01249,9,1549567.49,2592366.71,2592366.71
H,MN,MN-01,2022,Regular,R,Brad Finstad,H2MN01223,9,927219.91,1500243.97,1500243.97
H,MN,MN-02,2022,Regular,D,Angie Craig,H6MN02131,11,5248635.27,7801458.27,7801458.27
H,MN,MN-02,2022,Regular,R,Tyler Kistner,H0MN02134,16,2167834.19,3409854.76,3409854.76
H,MN,MN-03,2022,Regular,D,Dean Phillips,H8MN03143,11,1757742.31,2298669.51,2298669.51
H,MN,MN-03,2022,Regular,R,Tom Weiler,H2MN03104,12,404813.56,681468.99,681468.99
H,MN,MN-04,2022,Regular,D,Betty McCollum,H0MN04049,11,1740316.10,2101431.16,2101431.16
H,MN,MN-04,2022,Regular,R,May Lor Xiong,H2MN04177,7,51885.97,133467.10,133467.1
H,MN,MN-05,2022,Regular,D,Ilhan Omar,H8MN05239,11,2390158.54,3111917.52,3111917.52
H,MN,MN-05,2022,Regular,R,Cicely Davis,H2MN05166,9,2207556.93,3226697.65,3226697.65
H,MN,MN-06,2022,Regular,D,Jeanne Hendricks,H2MN06214,7,89144.13,205373.85,205373.85
H,MN,MN-06,2022,Regular,R,Tom Emmer,H4MN06087,11,3316336.17,4431685.38,4431685.38
H,MN,MN-07,2022,Regular,D,Jill Abahsain,H2MN07162,6,8981.61,33555.39,33555.39
H,MN,MN-07,2022,Regular,R,Michelle Fischbach,H0MN07091,12,1297694.80,1677464.61,1677464.61
H,MN,MN-08,2022,Regular,D,Jen Schultz,H2MN08152,7,249898.85,694758.14,694758.14
H,MN,MN-08,2022,Regular,R,Pete Stauber,H8MN08043,11,1914874.17,2485203.09,2485203.09
H,MO,MO-01,2022,Regular,D,Cori Bush,H8MO01143,11,1812741.99,2448937.35,2448937.35
H,MO,MO-01,2022,Regular,R,Andrew Jones,H2MO01179,9,19723.00,49116.03,49116.03
H,MO,MO-02,2022,Regular,D,Trish Gunby,H2MO02201,9,469776.63,905770.41,905770.41
H,MO,MO-02,2022,Regular,R,Ann Wagner,H2MO02102,11,3890136.17,4884445.83,4884445.83
H,MO,MO-03,2022,Regular,D,Bethany Mann,H2MO03167,7,5867.22,27169.38,27169.38
H,MO,MO-03,2022,Regular,R,Blaine Luetkemeyer,H8MO09153,21,1928846.45,3640059.18,3640059.18
H,MO,MO-04,2022,Regular,R,Mark Alford,H2MO04207,8,599909.96,1038063.25,1038063.25
H,MO,MO-05,2022,Regular,D,Emanuel Cleaver,H4MO05234,11,863575.56,1215785.40,1215785.4
H,MO,MO-05,2022,Regular,R,Jacob Turk,H6MO05189,4,0.00,37587.00,37587.0
H,MO,MO-06,2022,Regular,D,Henry Martin,H8MO06092,11,85230.12,141892.00,141892.0
H,MO,MO-06,2022,Regular,R,Sam Graves,H0MO06073,11,1487645.65,2383368.94,2383368.94
H,MO,MO-07,2022,Regular,D,Kristen Radaker-Sheafer,H2MO07200,6,2095.00,17792.30,17792.3
H,MO,MO-07,2022,Regular,R,Eric Burlison,H2MO07143,9,658520.84,1081116.19,1081116.19
H,MO,MO-08,2022,Regular,D,Randi McCallian,H2MO08091,6,8642.00,45873.61,45873.61
H,MO,MO-08,2022,Regular,R,Jason Smith,H4MO08162,11,2109834.54,3198303.83,3198303.83
H,MS,MS-01,2022,Regular,D,Dianne Black,H2MS01148,6,7269.33,29471.87,34342.75
H,MS,MS-01,2022,Regular,R,Trent Kelly,H6MS01131,11,765411.76,1113277.81,1113277.81
H,MS,MS-02,2022,Regular,D,Bennie Thompson,H4MS02068,11,1054566.47,1515666.15,1515666.15
H,MS,MS-02,2022,Regular,R,Brian Flowers,H0MS02082,12,24496.35,49488.03,49488.03
H,MS,MS-03,2022,Regular,D,Shuwaski Young,H2MS03136,9,58547.97,77359.24,77359.24
H,MS,MS-03,2022,Regular,R,Michael Guest,H8MS03125,12,1157096.64,1353829.76,1353829.76
H,MS,MS-04,2022,Regular,D,Johnny DuPree,H2MS04332,9,57948.68,147382.22,147382.22
H,MS,MS-04,2022,Regular,R,Mike Ezell,H2MS04258,11,590356.43,1062857.78,1062857.78
H,MT,MT-01,2022,Regular,D,Monica Tranel,H2MT02092,8,1254460.75,3078284.59,3088634.59
H,MT,MT-01,2022,Regular,R,Ryan Zinke,H4MT01041,14,3784564.65,6713975.60,6713975.6
H,MT,MT-02,2022,Regular,D,Penny Ronning,H2MT02134,8,63581.64,175792.67,175792.67
H,MT,MT-02,2022,Regular,R,Matthew Rosendale,H4MT00050,11,1741404.32,2284637.89,2284637.89
H,NC,NC-01,2022,Regular,D,Don Davis,H2NC02287,8,910173.45,1876018.87,1876018.87
H,NC,NC-01,2022,Regular,R,Sandy Smith,H0NC03149,11,1418999.83,2187047.47,2187047.47
H,NC,NC-02,2022,Regular,D,Deborah Ross,H0NC02125,11,1551841.31,2124081.81,2124081.81
H,NC,NC-02,2022,Regular,R,Christine Villaverde,H2NC08235,9,96086.00,149375.48,149375.48
H,NC,NC-03,2022,Regular,D,Barbara Gaskins,H2NC03095,8,51450.01,95646.62,95646.62
H,NC,NC-03,2022,Regular,R,Gregory Murphy,H0NC03172,11,1456953.58,1993505.57,1993505.57
H,NC,NC-04,2022,Regular,D,Valerie Foushee,H2NC06114,8,961595.52,1253021.19,1253021.19
H,NC,NC-04,2022,Regular,R,Courtney Geels,H2NC13185,8,153852.91,409981.20,409981.2
H,NC,NC-05,2022,Regular,D,Kyle Parrish,H2NC07203,7,17161.22,33051.53,33051.53
H,NC,NC-05,2022,Regular,R,Virginia Foxx,H4NC05146,11,1579513.22,2208535.00,2208535.0
H,NC,NC-06,2022,Regular,D,Kathy Manning,H8NC13067,11,2052442.46,3045909.17,3045909.17
H,NC,NC-06,2022,Regular,R,Christian Castelli,H2NC07161,8,405097.22,928501.85,928501.85
H,NC,NC-07,2022,Regular,D,Charles Graham,H2NC09183,8,236003.85,312709.84,312709.84
H,NC,NC-07,2022,Regular,R,David Rouzer,H2NC07096,11,964990.30,1496207.61,1496207.61
H,NC,NC-08,2022,Regular,D,Scott Huffman,H8NC08109,11,73093.87,97677.30,97677.3
H,NC,NC-08,2022,Regular,R,Dan Bishop,H0NC09187,11,1584372.54,1944620.33,1944620.33
H,NC,NC-09,2022,Regular,D,Ben Clark,H2NC04150,8,41395.53,171779.93,171779.93
H,NC,NC-09,2022,Regular,R,Richard Hudson,H2NC08185,11,2458470.23,3120527.33,3120527.33
H,NC,NC-10,2022,Regular,D,Pam Genant,H2NC13235,8,116724.44,191242.75,191242.75
H,NC,NC-10,2022,Regular,R,Patrick McHenry,H4NC10047,11,2795021.42,3911761.09,3911761.09
H,NC,NC-11,2022,Regular,D,Jasmine Beach-Ferrara,H2NC11155,11,1807921.55,2329161.72,2329161.72
H,NC,NC-11,2022,Regular,R,Chuck Edwards,H2NC14050,8,1100917.43,1584205.79,1584205.79
H,NC,NC-12,2022,Regular,D,Alma Adams,H4NC12100,11,681178.77,957366.44,957366.44
H,NC,NC-12,2022,Regular,R,Tyler Lee,H2NC12229,10,103036.74,211748.03,211748.03
H,NC,NC-13,2022,Regular,D,Wiley Nickel,H2NC14019,11,1776432.44,3717882.21,3717882.21
H,NC,NC-13,2022,Regular,R,Bo Hines,H2NC05157,11,1677808.28,3286174.94,3286174.94
H,NC,NC-14,2022,Regular,D,Jeff Jackson,H2NC14076,11,4328788.94,5707177.36,5707177.36
H,NC,NC-14,2022,Regular,R,Pat Harrigan,H2NC13243,7,396139.98,876228.11,876228.11
H,ND,ND-01,2022,Regular,D,Cara Mund,H2ND01022,4,0.00,173270.23,173270.23
H,ND,ND-01,2022,Regular,R,Kelly Armstrong,H8ND00096,11,1416681.08,2168973.38,2168973.38
H,NE,NE-01,2022,Regular,D,Patty Pansing Brooks,H2NE01092,10,1040172.23,1758459.00,1758459.0
H,NE,NE-01,2022,Regular,R,Mike Flood,H2NE01118,9,1391099.10,2195050.83,2195050.83
H,NE,NE-02,2022,Regular,D,Tony Vargas,H2NE02132,9,1640552.52,3409925.52,3409925.52
H,NE,NE-02,2022,Regular,R,Don Bacon,H6NE02125,11,2746672.65,3919222.53,3919222.53
H,NE,NE-03,2022,Regular,R,Adrian Smith,H6NE03115,11,1265949.67,1709691.29,1709691.29
H,NH,NH-01,2022,Regular,D,Chris Pappas,H8NH01210,11,3185015.71,5163533.11,5163533.11
H,NH,NH-01,2022,Regular,R,Karoline Leavitt,H2NH01270,15,1490462.37,3847693.26,3847795.75
H,NH,NH-02,2022,Regular,D,Ann Kuster,H0NH02181,11,3186236.69,4449497.54,4449497.54
H,NH,NH-02,2022,Regular,R,Robert Burns,H2NH00025,15,185997.96,401645.82,401645.82
H,NJ,NJ-01,2022,Regular,D,Donald Norcross,H4NJ01084,11,1589880.97,2168423.53,2168423.53
H,NJ,NJ-01,2022,Regular,R,Claire Gustafson,H4NJ01118,0,,,38650.0
H,NJ,NJ-02,2022,Regular,D,Tim Alexander,H2NJ02193,11,325594.32,502345.28,502345.28
H,NJ,NJ-02,2022,Regular,R,Jefferson Van Drew,H8NJ02166,11,2495863.30,3119520.28,3119520.28
H,NJ,NJ-03,2022,Regular,D,Andy Kim,H8NJ03206,11,5032824.29,7147162.97,7147162.97
H,NJ,NJ-03,2022,Regular,R,Bob Healey,H2NJ03258,12,2404534.12,4713439.44,4713439.44
H,NJ,NJ-04,2022,Regular,D,Matthew Jenkins,H2NJ04215,5,10950.00,42545.25,42545.25
H,NJ,NJ-04,2022,Regular,R,Christopher Smith,H8NJ04014,11,1196347.52,1494147.31,1494147.31
H,NJ,NJ-05,2022,Regular,D,Josh Gottheimer,H6NJ05171,11,6716708.84,8856162.22,8856162.22
H,NJ,NJ-05,2022,Regular,R,Frank Pallotta,H0NJ05174,16,391452.95,982795.94,982795.94
H,NJ,NJ-06,2022,Regular,D,Frank Pallone,H8NJ03073,11,2191416.16,3144739.98,3144739.98
H,NJ,NJ-06,2022,Regular,R,Susan Kiley,H2NJ06228,7,256544.82,399477.05,399477.05
H,NJ,NJ-07,2022,Regular,D,Tom Malinowski,H8NJ07223,11,5863891.81,8978834.00,8978834.0
H,NJ,NJ-07,2022,Regular,R,Thomas Kean,H0NJ07261,16,2695212.94,4476737.53,4476737.53
H,NJ,NJ-08,2022,Regular,D,Robert Menendez,H2NJ08232,7,1340418.71,1752969.49,1752969.49
H,NJ,NJ-09,2022,Regular,D,Bill Pascrell,H6NJ08118,11,1235941.76,1577229.24,1577229.24
H,NJ,NJ-09,2022,Regular,R,Billy Prempeh,H0NJ09200,11,232830.96,309125.35,309125.35
H,NJ,NJ-10,2022,Regular,D,Donald Payne,H2NJ10154,11,1206688.85,1375799.76,1375799.76
H,NJ,NJ-11,2022,Regular,D,Mikie Sherrill,H8NJ11142,11,4763577.87,6328539.87,6328539.87
H,NJ,NJ-11,2022,Regular,R,Paul DeGroot,H2NJ11186,7,464778.85,710058.50,710058.5
H,NJ,NJ-12,2022,Regular,D,Bonnie Watson Coleman,H4NJ12149,11,710407.60,930457.44,930457.44
H,NJ,NJ-12,2022,Regular,R,Darius Mayfield,H2NJ12127,11,204658.60,266328.89,266328.89
H,NM,NM-01,2022,Regular,D,Melanie Stansbury,H2NM01144,13,2850079.69,3570362.65,3570362.65
H,NM,NM-01,2022,Regular,R,Michelle Garcia Holmes,H0NM01189,11,223172.32,391731.56,391731.56
H,NM,NM-02,2022,Regular,D,Gabriel Vasquez,H2NM02191,9,1175653.11,3687697.99,3687697.99
H,NM,NM-02,2022,Regular,R,Yvette Herrell,H8NM02156,12,2695009.05,4431274.96,4431274.96
H,NM,NM-03,2022,Regular,D,Teresa Leger Fernandez,H0NM03102,11,1853263.36,3130245.38,3130245.38
H,NM,NM-03,2022,Regular,R,Alexis Martinez Johnson,H2NM03173,7,77052.50,303535.55,303535.55
H,NV,NV-01,2022,Regular,D,Dina Titus,H8NV03036,11,1731324.25,3392335.34,3392335.34
H,NV,NV-01,2022,Regular,R,Mark Robertson,H2NV03153,15,651351.08,1268491.06,1337673.46
H,NV,NV-02,2022,Regular,D,Elizabeth Mercedes Krause,H2NV02551,5,11496.06,52232.79,52232.79
H,NV,NV-02,2022,Regular,R,Mark Amodei,H2NV02395,11,787224.05,1219752.54,1219752.54
H,NV,NV-03,2022,Regular,D,Susie Lee,H6NV04020,11,4289092.50,6337405.99,6337405.99
H,NV,NV-03,2022,Regular,R,April Becker,H2NV03161,18,1447945.29,2488662.00,2488761.16
H,NV,NV-04,2022,Regular,D,Steven Horsford,H2NV04011,11,3238351.37,4956048.45,4956048.45
H,NV,NV-04,2022,Regular,R,Sam Peters,H0NV04023,18,937707.79,1963735.44,1964059.59
H,NY,NY-01,2022,Regular,D,Bridget Fleming,H0NY01202,11,1367253.55,2690504.26,2690504.26
H,NY,NY-01,2022,Regular,R,Nicholas LaLota,H2NY01190,11,484497.66,1551713.01,1551713.01
H,NY,NY-02,2022,Regular,D,Jackie Gordon,H0NY02192,11,1010901.46,1752171.46,1752171.46
