year,type,location,race,pollster_id,pollster,partisan,methodology,date,days,sample,poll_margin,actual_margin,error,oriented
2012,P,US,2012_Pres-G_US,395,Zogby Analytics,,Online Panel,2012-11-01,5,709,-1.2,-3.93,2.73,1
2012,P,US,2012_Pres-G_US,13,Angus Reid Global,,Online Panel,2012-11-02,4,1019,-3.0,-3.93,0.93,1
2012,P,US,2012_Pres-G_US,221,Hart Research Associates/Public Opinion Strategies,,Live Phone,2012-11-02,4,1475,-1.0,-3.93,2.93,1
2012,P,US,2012_Pres-G_US,253,Pew Research Center,,Live Phone,2012-11-02,4,2709,-3.0,-3.93,0.93,1
2012,P,US,2012_Pres-G_US,270,RAND (American Life Panel),,Online Panel,2012-11-02,4,3500,-3.32,-3.93,0.61,1
2012,P,US,2012_Pres-G_US,391,YouGov,,Online Panel,2012-11-02,4,36472,-2.0,-3.93,1.93,1
2012,P,US,2012_Pres-G_US,3,ABC News/The Washington Post,,Live Phone,2012-11-03,3,2345,-3.0,-3.93,0.93,1
2012,P,US,2012_Pres-G_US,9,American Research Group,,Live Phone,2012-11-03,3,1200,-0.0,-3.93,3.93,1
2012,P,US,2012_Pres-G_US,37,Big Village,,Live Phone,2012-11-03,3,693,-0.0,-3.93,3.93,1
2012,P,US,2012_Pres-G_US,126,GQR,D,Live Phone,2012-11-03,3,1080,-4.0,-3.93,-0.07,1
2012,P,US,2012_Pres-G_US,112,Gallup,,Live Phone,2012-11-03,3,2551,1.0,-3.93,4.93,1
2012,P,US,2012_Pres-G_US,112,Gallup,,Live Phone,2012-11-03,3,3050,-3.0,-3.93,0.93,1
2012,P,US,2012_Pres-G_US,124,Gravis Marketing,,IVR,2012-11-03,3,872,-0.0,-3.93,3.93,1
2012,P,US,2012_Pres-G_US,154,Ipsos,,Online Panel,2012-11-03,3,4725,-2.0,-3.93,1.93,1
2012,P,US,2012_Pres-G_US,215,Monmouth University Polling Institute,,IVR/Live Phone,2012-11-03,3,1417,-0.0,-3.93,3.93,1
2012,P,US,2012_Pres-G_US,263,Public Policy Polling,D,IVR,2012-11-03,3,1200,-2.0,-3.93,1.93,1
2012,P,US,2012_Pres-G_US,263,Public Policy Polling,D,IVR,2012-11-03,3,1300,-2.0,-3.93,1.93,1
2012,P,US,2012_Pres-G_US,40,CVOTER,,Online Panel,2012-11-04,2,3000,-1.0,-3.93,2.93,1
2012,P,US,2012_Pres-G_US,114,Lake Research Partners/The Tarrance Group,,Live Phone,2012-11-04,2,1000,-0.0,-3.93,3.93,1
2012,P,US,2012_Pres-G_US,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-11-04,2,3000,1.0,-3.93,4.93,1
2012,P,US,2012_Pres-G_US,144,TIPP Insights,,Live Phone,2012-11-04,2,712,-1.6,-3.93,2.33,1
2012,P,US,2012_Pres-G_US,391,YouGov,,Online Panel,2012-11-04,2,740,-2.0,-3.93,1.93,1
2012,P,US,2012_Pres-G_US,395,Zogby Analytics,,Online Panel,2012-11-04,2,1041,0.3,-3.93,4.23,1
2012,P,UT,2012_Pres-G_UT,70,Dan Jones & Associates,,Live Phone,2012-10-29,8,870,43.0,48.04,-5.04,1
2012,P,VA,2012_Pres-G_VA,124,Gravis Marketing,,IVR/Online Panel,2012-09-08,59,2238,5.26,-3.87,9.13,1
2012,P,VA,2012_Pres-G_VA,183,Marist College,,Live Phone,2012-09-10,57,996,-5.0,-3.87,-1.13,1
2012,P,VA,2012_Pres-G_VA,391,YouGov,,Online Panel,2012-09-11,56,1047,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-09-13,54,500,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,3,ABC News/The Washington Post,,NA,2012-09-14,53,847,-8.0,-3.87,-4.13,1
2012,P,VA,2012_Pres-G_VA,267,Quinnipiac University,,NA,2012-09-14,53,1474,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,,NA,2012-09-15,52,1021,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,103,Beacon Research/Shaw & Co. Research,,NA,2012-09-17,50,1006,-7.0,-3.87,-3.13,1
2012,P,VA,2012_Pres-G_VA,265,Purple Strategies,,NA,2012-09-17,50,600,-3.0,-3.87,0.87,1
2012,P,VA,2012_Pres-G_VA,376,We Ask America,,NA,2012-09-17,50,1238,-2.8,-3.87,1.07,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,,NA,2012-09-18,49,2770,-6.0,-3.87,-2.13,1
2012,P,VA,2012_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,NA,2012-09-23,44,589,-8.0,-3.87,-4.13,1
2012,P,VA,2012_Pres-G_VA,323,Suffolk University,,NA,2012-09-25,42,600,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,9,American Research Group,,NA,2012-09-26,41,600,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,183,Marist College,,Live Phone,2012-09-30,37,969,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,277,Rasmussen Reports,,NA,2012-10-01,36,1000,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,238,Old Dominion University,,NA,2012-10-03,34,465,-7.0,-3.87,-3.13,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-04,33,500,1.0,-3.87,4.87,1
2012,P,VA,2012_Pres-G_VA,376,We Ask America,,NA,2012-10-04,33,1200,3.0,-3.87,6.87,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,,NA,2012-10-06,31,725,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,267,Quinnipiac University,,NA,2012-10-06,31,1288,-5.0,-3.87,-1.13,1
2012,P,VA,2012_Pres-G_VA,183,Marist College,,Live Phone,2012-10-08,29,981,1.0,-3.87,4.87,1
2012,P,VA,2012_Pres-G_VA,203,McLaughlin & Associates,R,NA,2012-10-08,29,600,7.0,-3.87,10.87,1
2012,P,VA,2012_Pres-G_VA,277,Rasmussen Reports,,NA,2012-10-08,29,1000,-0.0,-3.87,3.87,1
2012,P,VA,2012_Pres-G_VA,391,YouGov,,Online Panel,2012-10-08,29,743,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-11,26,750,2.0,-3.87,5.87,1
2012,P,VA,2012_Pres-G_VA,9,American Research Group,,NA,2012-10-13,24,600,1.0,-3.87,4.87,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,D,IVR,2012-10-15,22,733,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,277,Rasmussen Reports,,NA,2012-10-15,22,1000,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,42,CallFire,,IVR,2012-10-17,20,624,2.0,-3.87,5.87,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,D,IVR,2012-10-18,19,500,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-18,19,750,3.0,-3.87,6.87,1
2012,P,VA,2012_Pres-G_VA,55,Clout Research,R,IVR,2012-10-19,18,1000,2.1,-3.87,5.97,1
2012,P,VA,2012_Pres-G_VA,205,Mellman Group,D,Live Phone,2012-10-20,17,800,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,103,Beacon Research/Shaw & Co. Research,,Live Phone,2012-10-23,14,1126,2.0,-3.87,5.87,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,D,IVR,2012-10-23,14,722,-5.0,-3.87,-1.13,1
2012,P,VA,2012_Pres-G_VA,277,Rasmussen Reports,,IVR,2012-10-23,14,1000,-0.0,-3.87,3.87,1
2012,P,VA,2012_Pres-G_VA,3,ABC News/The Washington Post,,Live Phone,2012-10-24,13,1228,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,265,Purple Strategies,,IVR/Online Panel,2012-10-24,13,600,-0.0,-3.87,3.87,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-24,13,750,2.0,-3.87,5.87,1
2012,P,VA,2012_Pres-G_VA,395,Zogby Analytics,,Online Panel,2012-10-24,13,834,-0.0,-3.87,3.87,1
2012,P,VA,2012_Pres-G_VA,267,Quinnipiac University,,Live Phone,2012-10-25,12,1074,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,292,Roanoke College Institute for Policy and Opinion Research,,Live Phone,2012-10-25,12,638,5.0,-3.87,8.87,1
2012,P,VA,2012_Pres-G_VA,412,Garin-Hart-Yang/Global Strategy Group,D,Live Phone,2012-10-26,11,807,-3.0,-3.87,0.87,1
2012,P,VA,2012_Pres-G_VA,124,Gravis Marketing,,IVR,2012-10-26,11,645,-0.0,-3.87,3.87,1
2012,P,VA,2012_Pres-G_VA,395,Zogby Analytics,,Online Panel,2012-10-27,10,827,-2.1,-3.87,1.77,1
2012,P,VA,2012_Pres-G_VA,395,Zogby Analytics,,Online Panel,2012-10-29,8,800,0.8,-3.87,4.67,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,D,IVR,2012-10-30,7,600,-3.0,-3.87,0.87,1
2012,P,VA,2012_Pres-G_VA,277,Rasmussen Reports,,IVR,2012-10-30,7,1000,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,376,We Ask America,,IVR,2012-10-31,6,1069,-0.9,-3.87,2.97,1
2012,P,VA,2012_Pres-G_VA,154,Ipsos,,Online Panel,2012-11-01,5,1065,-3.0,-3.87,0.87,1
2012,P,VA,2012_Pres-G_VA,154,Ipsos,,Online Panel,2012-11-01,5,1197,-9.0,-3.87,-5.13,1
2012,P,VA,2012_Pres-G_VA,183,Marist College,,Live Phone,2012-11-01,5,1165,-1.0,-3.87,2.87,1
2012,P,VA,2012_Pres-G_VA,205,Mellman Group,D,Live Phone,2012-11-01,5,800,-3.0,-3.87,0.87,1
2012,P,VA,2012_Pres-G_VA,391,YouGov,,Online Panel,2012-11-02,4,1497,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,263,Public Policy Polling,,IVR,2012-11-03,3,975,-4.0,-3.87,-0.13,1
2012,P,VA,2012_Pres-G_VA,154,Ipsos,,Online Panel,2012-11-04,2,828,-2.0,-3.87,1.87,1
2012,P,VA,2012_Pres-G_VA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-11-04,2,750,2.0,-3.87,5.87,1
2012,P,VA,2012_Pres-G_VA,395,Zogby Analytics,,Online Panel,2012-11-04,2,800,-0.3,-3.87,3.57,1
2012,P,WA,2012_Pres-G_WA,263,Public Policy Polling,,NA,2012-09-08,59,563,-11.0,-14.87,3.87,1
2012,P,WA,2012_Pres-G_WA,325,SurveyUSA,,NA,2012-09-08,59,524,-16.0,-14.87,-1.13,1
2012,P,WA,2012_Pres-G_WA,87,Elway Research,,NA,2012-09-11,56,405,-17.0,-14.87,-2.13,1
2012,P,WA,2012_Pres-G_WA,391,YouGov,,Online Panel,2012-09-11,56,880,-14.0,-14.87,0.87,1
2012,P,WA,2012_Pres-G_WA,124,Gravis Marketing,,IVR/Online Panel,2012-09-21,46,625,-17.8,-14.87,-2.93,1
2012,P,WA,2012_Pres-G_WA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-09-26,41,500,-11.0,-14.87,3.87,1
2012,P,WA,2012_Pres-G_WA,325,SurveyUSA,,NA,2012-09-29,38,540,-20.0,-14.87,-5.13,1
2012,P,WA,2012_Pres-G_WA,391,YouGov,,Online Panel,2012-10-08,29,748,-17.0,-14.87,-2.13,1
2012,P,WA,2012_Pres-G_WA,364,University of Washington Center for Survey Research,,NA,2012-10-09,28,644,-9.0,-14.87,5.87,1
2012,P,WA,2012_Pres-G_WA,325,SurveyUSA,,NA,2012-10-13,24,543,-14.0,-14.87,0.87,1
2012,P,WA,2012_Pres-G_WA,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-14,23,500,-13.0,-14.87,1.87,1
2012,P,WA,2012_Pres-G_WA,263,Public Policy Polling,D,IVR,2012-10-15,22,574,-5.0,-14.87,9.87,1
2012,P,WA,2012_Pres-G_WA,321,Strategies 360,,Live Phone,2012-10-19,18,500,-13.0,-14.87,1.87,1
2012,P,WA,2012_Pres-G_WA,364,University of Washington Center for Survey Research,,Live Phone,2012-10-24,13,632,-20.7,-14.87,-5.83,1
2012,P,WA,2012_Pres-G_WA,325,SurveyUSA,,IVR/Online Panel,2012-10-30,7,555,-14.0,-14.87,0.87,1
2012,P,WA,2012_Pres-G_WA,263,Public Policy Polling,,IVR,2012-11-02,4,932,-7.0,-14.87,7.87,1
2012,P,WA,2012_Pres-G_WA,391,YouGov,,Online Panel,2012-11-02,4,837,-14.0,-14.87,0.87,1
2012,P,WI,2012_Pres-G_WI,391,YouGov,,Online Panel,2012-09-11,56,753,-1.0,-6.84,5.84,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,,NA,2012-09-12,55,959,-1.0,-6.84,5.84,1
2012,P,WI,2012_Pres-G_WI,267,Quinnipiac University,,NA,2012-09-14,53,1485,-6.0,-6.84,0.84,1
2012,P,WI,2012_Pres-G_WI,195,Marquette University Law School,,NA,2012-09-15,52,601,-14.0,-6.84,-7.16,1
2012,P,WI,2012_Pres-G_WI,183,Marist College,,Live Phone,2012-09-17,50,968,-5.0,-6.84,1.84,1
2012,P,WI,2012_Pres-G_WI,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-09-17,50,500,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,,NA,2012-09-18,49,842,-7.0,-6.84,-0.16,1
2012,P,WI,2012_Pres-G_WI,376,We Ask America,,NA,2012-09-22,45,1238,-11.5,-6.84,-4.66,1
2012,P,WI,2012_Pres-G_WI,195,Marquette University Law School,,NA,2012-09-29,38,894,-11.0,-6.84,-4.16,1
2012,P,WI,2012_Pres-G_WI,395,Zogby Analytics,,Online Panel,2012-09-29,38,414,-10.1,-6.84,-3.26,1
2012,P,WI,2012_Pres-G_WI,277,Rasmussen Reports,,NA,2012-10-01,36,1000,-7.0,-6.84,-0.16,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,,NA,2012-10-05,32,979,-2.0,-6.84,4.84,1
2012,P,WI,2012_Pres-G_WI,267,Quinnipiac University,,NA,2012-10-06,31,1327,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,277,Rasmussen Reports,,NA,2012-10-08,29,1000,-4.0,-6.84,2.84,1
2012,P,WI,2012_Pres-G_WI,391,YouGov,,Online Panel,2012-10-08,29,639,-4.0,-6.84,2.84,1
2012,P,WI,2012_Pres-G_WI,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-09,28,500,-2.0,-6.84,4.84,1
2012,P,WI,2012_Pres-G_WI,195,Marquette University Law School,,NA,2012-10-13,24,870,-1.0,-6.84,5.84,1
2012,P,WI,2012_Pres-G_WI,277,Rasmussen Reports,,NA,2012-10-15,22,1000,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,183,Marist College,,Live Phone,2012-10-16,21,1013,-6.0,-6.84,0.84,1
2012,P,WI,2012_Pres-G_WI,197,Mason-Dixon Polling & Strategy,,Live Phone,2012-10-16,21,625,-2.0,-6.84,4.84,1
2012,P,WI,2012_Pres-G_WI,129,Grove Insight,D,Live Phone,2012-10-17,20,500,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-18,19,500,-2.0,-6.84,4.84,1
2012,P,WI,2012_Pres-G_WI,13,Angus Reid Global,,Online Panel,2012-10-19,18,502,-5.0,-6.84,1.84,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,D,IVR,2012-10-23,14,827,-6.0,-6.84,0.84,1
2012,P,WI,2012_Pres-G_WI,277,Rasmussen Reports,,IVR,2012-10-23,14,1000,-1.0,-6.84,5.84,1
2012,P,WI,2012_Pres-G_WI,129,Grove Insight,D,Live Phone,2012-10-24,13,500,-5.0,-6.84,1.84,1
2012,P,WI,2012_Pres-G_WI,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-25,12,500,-0.0,-6.84,6.84,1
2012,P,WI,2012_Pres-G_WI,195,Marquette University Law School,,Live Phone,2012-10-27,10,1243,-8.0,-6.84,-1.16,1
2012,P,WI,2012_Pres-G_WI,313,St. Norbert College Strategic Research Institute,,Live Phone,2012-10-27,10,402,-9.0,-6.84,-2.16,1
2012,P,WI,2012_Pres-G_WI,183,Marist College,,Live Phone,2012-10-28,9,1065,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,D,IVR,2012-10-29,8,825,-5.0,-6.84,1.84,1
2012,P,WI,2012_Pres-G_WI,277,Rasmussen Reports,,IVR,2012-10-29,8,1000,-1.0,-6.84,5.84,1
2012,P,WI,2012_Pres-G_WI,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-29,8,750,-0.0,-6.84,6.84,1
2012,P,WI,2012_Pres-G_WI,55,Clout Research,R,IVR,2012-10-30,7,1074,-2.0,-6.84,4.84,1
2012,P,WI,2012_Pres-G_WI,376,We Ask America,,IVR,2012-10-31,6,1210,-6.7,-6.84,0.14,1
2012,P,WI,2012_Pres-G_WI,129,Grove Insight,D,Live Phone,2012-11-01,5,500,-6.0,-6.84,0.84,1
2012,P,WI,2012_Pres-G_WI,13,Angus Reid Global,,Online Panel,2012-11-02,4,454,-7.0,-6.84,-0.16,1
2012,P,WI,2012_Pres-G_WI,263,Public Policy Polling,,IVR,2012-11-02,4,1256,-3.0,-6.84,3.84,1
2012,P,WI,2012_Pres-G_WI,391,YouGov,,Online Panel,2012-11-02,4,1225,-4.0,-6.84,2.84,1
2012,S,AZ,2012_Sen-G_AZ,263,Public Policy Polling,,NA,2012-09-08,59,993,1.0,3.03,-2.03,1
2012,S,AZ,2012_Sen-G_AZ,391,YouGov,,Online Panel,2012-09-11,56,628,7.0,3.03,3.97,1
2012,S,AZ,2012_Sen-G_AZ,14,Impact Research,D,NA,2012-09-20,47,600,1.0,3.03,-2.03,1
2012,S,AZ,2012_Sen-G_AZ,217,Moore Information Group,,NA,2012-09-25,42,500,3.0,3.03,-0.03,1
2012,S,AZ,2012_Sen-G_AZ,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-09-25,42,500,6.0,3.03,2.97,1
2012,S,AZ,2012_Sen-G_AZ,263,Public Policy Polling,,NA,2012-10-02,35,595,-2.0,3.03,-5.03,1
2012,S,AZ,2012_Sen-G_AZ,27,Behavior Research Center (Rocky Mountain Poll),,NA,2012-10-07,30,450,-4.0,3.03,-7.03,1
2012,S,AZ,2012_Sen-G_AZ,478,GS Strategy Group,R,NA,2012-10-08,29,500,6.0,3.03,2.97,1
2012,S,AZ,2012_Sen-G_AZ,134,Harstad Strategic Research,D,NA,2012-10-08,29,602,-4.0,3.03,-7.03,1
2012,S,AZ,2012_Sen-G_AZ,333,Tarrance Group,R,NA,2012-10-08,29,453,6.0,3.03,2.97,1
2012,S,AZ,2012_Sen-G_AZ,391,YouGov,,Online Panel,2012-10-08,29,469,6.0,3.03,2.97,1
2012,S,AZ,2012_Sen-G_AZ,14,Impact Research,D,Live Phone,2012-10-19,18,800,-4.0,3.03,-7.03,1
2012,S,AZ,2012_Sen-G_AZ,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-21,16,500,6.0,3.03,2.97,1
2012,S,AZ,2012_Sen-G_AZ,263,Public Policy Polling,,IVR,2012-11-02,4,1080,5.0,3.03,1.97,1
2012,S,AZ,2012_Sen-G_AZ,391,YouGov,,Online Panel,2012-11-02,4,702,7.0,3.03,3.97,1
2012,S,CA,2012_Sen-G_CA,325,SurveyUSA,,NA,2012-09-10,57,524,-18.0,-25.05,7.05,1
2012,S,CA,2012_Sen-G_CA,177,MFour Mobile Research,,NA,2012-09-11,56,802,-22.0,-25.05,3.05,1
2012,S,CA,2012_Sen-G_CA,391,YouGov,,Online Panel,2012-09-11,56,1361,-18.0,-25.05,7.05,1
2012,S,CA,2012_Sen-G_CA,94,Field Research Corp. (Field Poll),,NA,2012-09-12,55,891,-26.0,-25.05,-0.95,1
2012,S,CA,2012_Sen-G_CA,177,MFour Mobile Research,,NA,2012-09-25,42,824,-22.5,-25.05,2.55,1
2012,S,CA,2012_Sen-G_CA,325,SurveyUSA,,NA,2012-10-08,29,539,-19.0,-25.05,6.05,1
2012,S,CA,2012_Sen-G_CA,391,YouGov,,Online Panel,2012-10-08,29,1169,-20.0,-25.05,5.05,1
2012,S,CA,2012_Sen-G_CA,177,MFour Mobile Research,,NA,2012-10-09,28,830,-17.1,-25.05,7.95,1
2012,S,CA,2012_Sen-G_CA,258,Princeton Survey Research Associates International,,NA,2012-10-13,24,508,-26.0,-25.05,-0.95,1
2012,S,CA,2012_Sen-G_CA,127,Greenberg Quinlan Rosner/American Viewpoint,,Live Phone,2012-10-18,19,1440,-17.0,-25.05,8.05,1
2012,S,CA,2012_Sen-G_CA,94,Field Research Corp. (Field Poll),,Live Phone,2012-10-23,14,1566,-21.0,-25.05,4.05,1
2012,S,CA,2012_Sen-G_CA,177,MFour Mobile Research,,Online Panel,2012-10-25,12,2115,-19.6,-25.05,5.45,1
2012,S,CA,2012_Sen-G_CA,391,YouGov,,Online Panel,2012-11-02,4,1575,-17.0,-25.05,8.05,1
2012,S,CT,2012_Sen-G_CT,391,YouGov,,Online Panel,2012-09-11,56,634,4.0,-12.46,16.46,1
2012,S,CT,2012_Sen-G_CT,347,University of Connecticut,,NA,2012-09-13,54,517,-4.0,-12.46,8.46,1
2012,S,CT,2012_Sen-G_CT,263,Public Policy Polling,,NA,2012-09-25,42,801,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,267,Quinnipiac University,,NA,2012-09-30,37,1696,1.0,-12.46,13.46,1
2012,S,CT,2012_Sen-G_CT,225,National Research,,NA,2012-10-01,36,600,3.0,-12.46,15.46,1
2012,S,CT,2012_Sen-G_CT,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-07,30,500,-5.0,-12.46,7.46,1
2012,S,CT,2012_Sen-G_CT,391,YouGov,,Online Panel,2012-10-08,29,434,-2.0,-12.46,10.46,1
2012,S,CT,2012_Sen-G_CT,305,Siena College,,NA,2012-10-09,28,552,-2.0,-12.46,10.46,1
2012,S,CT,2012_Sen-G_CT,347,University of Connecticut,,NA,2012-10-13,24,574,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,263,Public Policy Polling,D,IVR,2012-10-15,22,1015,-4.0,-12.46,8.46,1
2012,S,CT,2012_Sen-G_CT,197,Mason-Dixon Polling & Strategy,,Live Phone,2012-10-16,21,625,-0.0,-12.46,12.46,1
2012,S,CT,2012_Sen-G_CT,325,SurveyUSA,,IVR/Online Panel,2012-10-20,17,575,-4.0,-12.46,8.46,1
2012,S,CT,2012_Sen-G_CT,130,EMC Research,D,Live Phone,2012-10-21,16,800,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,267,Quinnipiac University,,Live Phone,2012-10-21,16,1412,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-21,16,500,-1.0,-12.46,11.46,1
2012,S,CT,2012_Sen-G_CT,576,Penta,D,Live Phone,2012-10-23,14,400,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-28,9,500,-6.0,-12.46,6.46,1
2012,S,CT,2012_Sen-G_CT,263,Public Policy Polling,,IVR,2012-11-01,5,1220,-9.0,-12.46,3.46,1
2012,S,CT,2012_Sen-G_CT,391,YouGov,,Online Panel,2012-11-02,4,895,-2.0,-12.46,10.46,1
2012,S,FL,2012_Sen-G_FL,325,SurveyUSA,,NA,2012-09-08,59,596,-11.0,-13.01,2.01,1
2012,S,FL,2012_Sen-G_FL,183,Marist College,,Live Phone,2012-09-10,57,980,-14.0,-13.01,-0.99,1
2012,S,FL,2012_Sen-G_FL,391,YouGov,,Online Panel,2012-09-11,56,1415,-5.0,-13.01,8.01,1
2012,S,FL,2012_Sen-G_FL,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-09-12,55,500,-7.0,-13.01,6.01,1
2012,S,FL,2012_Sen-G_FL,124,Gravis Marketing,,IVR/Online Panel,2012-09-15,52,1728,1.2,-13.01,14.21,1
2012,S,FL,2012_Sen-G_FL,103,Beacon Research/Shaw & Co. Research,,NA,2012-09-17,50,829,-14.0,-13.01,-0.99,1
2012,S,FL,2012_Sen-G_FL,197,Mason-Dixon Polling & Strategy,,Live Phone,2012-09-18,49,800,-8.0,-13.01,5.01,1
2012,S,FL,2012_Sen-G_FL,376,We Ask America,,NA,2012-09-18,49,1230,-5.2,-13.01,7.81,1
2012,S,FL,2012_Sen-G_FL,3,ABC News/The Washington Post,,NA,2012-09-21,46,769,-14.0,-13.01,-0.99,1
2012,S,FL,2012_Sen-G_FL,267,Quinnipiac University,,NA,2012-09-21,46,1196,-14.0,-13.01,-0.99,1
2012,S,FL,2012_Sen-G_FL,263,Public Policy Polling,,NA,2012-09-22,45,861,-9.0,-13.01,4.01,1
2012,S,FL,2012_Sen-G_FL,124,Gravis Marketing,,IVR/Online Panel,2012-09-29,38,914,-0.1,-13.01,12.91,1
2012,S,FL,2012_Sen-G_FL,323,Suffolk University,,NA,2012-09-29,38,600,-6.0,-13.01,7.01,1
2012,S,FL,2012_Sen-G_FL,183,Marist College,,Live Phone,2012-09-30,37,890,-11.0,-13.01,2.01,1
2012,S,FL,2012_Sen-G_FL,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-04,33,500,-11.0,-13.01,2.01,1
2012,S,FL,2012_Sen-G_FL,376,We Ask America,,NA,2012-10-04,33,1200,-0.0,-13.01,13.01,1
2012,S,FL,2012_Sen-G_FL,360,University of North Florida Public Opinion Research Lab,,NA,2012-10-05,32,653,-10.0,-13.01,3.01,1
2012,S,FL,2012_Sen-G_FL,183,Marist College,,Live Phone,2012-10-08,29,988,-13.0,-13.01,0.01,1
2012,S,FL,2012_Sen-G_FL,391,YouGov,,Online Panel,2012-10-08,29,1244,-5.0,-13.01,8.01,1
2012,S,FL,2012_Sen-G_FL,197,Mason-Dixon Polling & Strategy,,NA,2012-10-09,28,800,-5.0,-13.01,8.01,1
2012,S,FL,2012_Sen-G_FL,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-11,26,750,-1.0,-13.01,12.01,1
2012,S,FL,2012_Sen-G_FL,263,Public Policy Polling,,NA,2012-10-13,24,791,-8.0,-13.01,5.01,1
2012,S,FL,2012_Sen-G_FL,263,Public Policy Polling,,IVR,2012-10-17,20,800,-4.0,-13.01,9.01,1
2012,S,FL,2012_Sen-G_FL,325,SurveyUSA,,IVR/Online Panel,2012-10-17,20,600,-8.0,-13.01,5.01,1
2012,S,FL,2012_Sen-G_FL,776,Scott Rasmussen (Rasmussen Reports),,IVR/Online Panel,2012-10-18,19,750,-5.0,-13.01,8.01,1
2012,S,FL,2012_Sen-G_FL,13,Angus Reid Global,,Online Panel,2012-10-19,18,502,-15.0,-13.01,-1.99,1
