year,pollster,start,end,sample,population,dem,rep
2018,Ipsos,2018-03-04,2018-03-08,2864,rv,41.8,36.8
2018,Ipsos,2018-03-04,2018-03-08,3447,a,36.8,32.2
2018,Lake Research Partners/The Tarrance Group,2018-03-04,2018-03-08,1000,rv,49.0,40.0
2018,Ipsos,2018-03-05,2018-03-09,2853,rv,41.8,36.3
2018,Ipsos,2018-03-05,2018-03-09,3420,a,36.8,31.8
2018,Ipsos,2018-03-06,2018-03-10,2355,rv,41.1,36.9
2018,Ipsos,2018-03-06,2018-03-10,2823,a,35.8,32.5
2018,Ipsos,2018-03-07,2018-03-11,1534,rv,42.8,33.3
2018,Ipsos,2018-03-07,2018-03-11,1861,a,36.7,29.9
2018,Ipsos,2018-03-08,2018-03-12,1216,rv,43.2,34.2
2018,Ipsos,2018-03-08,2018-03-12,1469,a,37.1,30.2
2018,Morning Consult,2018-03-08,2018-03-12,1997,rv,43.0,36.0
2018,Ipsos,2018-03-09,2018-03-13,1164,rv,43.2,34.8
2018,Ipsos,2018-03-09,2018-03-13,1414,a,37.5,30.1
2018,YouGov,2018-03-10,2018-03-13,1278,rv,43.0,38.0
2018,Hart/POS,2018-03-10,2018-03-14,930,rv,50.0,40.0
2018,Ipsos,2018-03-10,2018-03-14,1218,rv,43.6,35.3
2018,Ipsos,2018-03-10,2018-03-14,1485,a,38.0,30.2
2018,Ipsos,2018-03-11,2018-03-15,1265,rv,44.6,34.5
2018,Ipsos,2018-03-11,2018-03-15,1565,a,38.7,30.1
2018,Ipsos,2018-03-12,2018-03-16,1381,rv,43.3,37.0
2018,Ipsos,2018-03-12,2018-03-16,1687,a,37.7,31.7
2018,Ipsos,2018-03-13,2018-03-17,1336,rv,40.9,37.4
2018,Ipsos,2018-03-13,2018-03-17,1616,a,36.3,31.6
2018,Ipsos,2018-03-14,2018-03-18,1274,rv,41.3,36.8
2018,Ipsos,2018-03-14,2018-03-18,1556,a,36.4,31.2
2018,Ipsos,2018-03-15,2018-03-19,1264,rv,41.1,37.0
2018,Ipsos,2018-03-15,2018-03-19,1548,a,36.1,31.1
2018,McLaughlin,2018-03-14,2018-03-19,1000,lv,44.0,43.0
2018,Morning Consult,2018-03-15,2018-03-19,1994,rv,42.0,38.0
2018,Ipsos,2018-03-16,2018-03-20,1342,rv,40.2,36.9
2018,Ipsos,2018-03-16,2018-03-20,1625,a,35.7,30.4
2018,Quinnipiac,2018-03-16,2018-03-20,1291,rv,49.0,43.0
2018,YouGov,2018-03-18,2018-03-20,1284,rv,44.0,38.0
2018,Beacon/Shaw,2018-03-18,2018-03-21,1014,rv,46.0,41.0
2018,Ipsos,2018-03-17,2018-03-21,1869,rv,40.6,35.7
2018,Ipsos,2018-03-17,2018-03-21,2274,a,36.3,29.9
2018,Marist College,2018-03-19,2018-03-21,1015,rv,44.0,39.0
2018,Ipsos,2018-03-18,2018-03-22,2757,rv,41.8,34.0
2018,Ipsos,2018-03-18,2018-03-22,3354,a,37.0,29.0
2018,Ipsos,2018-03-19,2018-03-23,2848,rv,41.6,33.7
2018,Ipsos,2018-03-19,2018-03-23,3443,a,37.0,28.9
2018,Ipsos,2018-03-20,2018-03-24,2809,rv,41.3,33.6
2018,Ipsos,2018-03-20,2018-03-24,3383,a,37.0,29.1
2018,CNN/SSRS,2018-03-22,2018-03-25,913,rv,50.0,44.0
2018,Ipsos,2018-03-21,2018-03-25,2760,rv,40.9,33.8
2018,Ipsos,2018-03-21,2018-03-25,3329,a,36.6,29.3
2018,PPP,2018-03-23,2018-03-25,846,rv,50.0,39.0
2018,PRRI,2018-03-14,2018-03-25,2020,a,42.0,36.0
2018,Ipsos,2018-03-22,2018-03-26,2244,rv,41.2,34.3
2018,Ipsos,2018-03-22,2018-03-26,2711,a,36.9,29.9
2018,Ipsos,2018-03-23,2018-03-27,1393,rv,41.6,35.5
2018,Ipsos,2018-03-23,2018-03-27,1672,a,37.8,31.4
2018,Morning Consult,2018-03-26,2018-03-27,1997,rv,41.0,37.0
2018,YouGov,2018-03-25,2018-03-27,1330,rv,42.0,35.0
2018,Ipsos,2018-03-24,2018-03-28,1289,rv,42.6,36.8
2018,Ipsos,2018-03-24,2018-03-28,1564,a,38.3,32.6
2018,Harris Poll,2018-03-27,2018-03-29,1340,rv,45.0,34.0
2018,Ipsos,2018-03-25,2018-03-29,1325,rv,42.9,38.4
2018,Ipsos,2018-03-25,2018-03-29,1627,a,38.1,34.1
2018,Ipsos,2018-03-26,2018-03-30,1769,a,39.4,32.8
2018,Ipsos,2018-03-26,2018-03-30,1451,rv,44.8,36.8
2018,Ipsos,2018-03-27,2018-03-31,1703,a,39.4,31.2
2018,Ipsos,2018-03-27,2018-03-31,1404,rv,45.3,34.8
2018,Winston,2018-03-30,2018-03-31,1000,rv,46.0,39.0
2018,Ipsos,2018-03-28,2018-04-01,1621,a,38.3,31.2
2018,Ipsos,2018-03-28,2018-04-01,1328,rv,44.2,35.1
2018,Morning Consult,2018-03-29,2018-04-01,1997,rv,41.0,37.0
2018,Greenberg Quinlan Rosner,2018-03-25,2018-04-02,1000,rv,48.0,38.0
2018,Greenberg Quinlan Rosner,2018-03-25,2018-04-02,699,lv,47.0,41.0
2018,Ipsos,2018-03-29,2018-04-02,1907,a,38.0,30.3
2018,Ipsos,2018-03-29,2018-04-02,1576,rv,43.0,34.6
2018,Ipsos,2018-03-30,2018-04-03,1520,rv,42.8,34.0
2018,Ipsos,2018-03-30,2018-04-03,1838,a,37.1,29.7
2018,YouGov,2018-04-01,2018-04-03,1244,rv,43.0,36.0
2018,Ipsos,2018-03-31,2018-04-04,1444,rv,44.1,32.7
2018,Ipsos,2018-03-31,2018-04-04,1750,a,38.3,28.4
2018,Ipsos,2018-04-01,2018-04-05,1454,rv,43.1,32.7
2018,Ipsos,2018-04-01,2018-04-05,1761,a,37.8,28.4
2018,Ipsos,2018-04-02,2018-04-06,1459,rv,43.3,33.1
2018,Ipsos,2018-04-02,2018-04-06,1768,a,37.9,28.7
2018,Ipsos,2018-04-03,2018-04-07,1247,rv,45.8,32.1
2018,Ipsos,2018-04-03,2018-04-07,1511,a,39.4,28.4
2018,Morning Consult,2018-04-05,2018-04-07,1994,rv,42.0,36.0
2018,Ipsos,2018-04-04,2018-04-08,1253,rv,45.3,31.7
2018,Ipsos,2018-04-04,2018-04-08,1516,a,39.7,27.7
2018,Ipsos,2018-04-05,2018-04-09,1230,rv,42.8,33.2
2018,Ipsos,2018-04-05,2018-04-09,1480,a,38.0,29.2
2018,Quinnipiac,2018-04-06,2018-04-09,1181,rv,46.0,43.0
2018,Rasmussen,2018-04-08,2018-04-09,1000,lv,45.0,40.0
2018,Ipsos,2018-04-06,2018-04-10,1220,rv,43.5,33.6
2018,Ipsos,2018-04-06,2018-04-10,1466,a,37.9,29.7
2018,YouGov,2018-04-08,2018-04-10,1292,rv,44.0,36.0
2018,ABC/Washington Post,2018-04-08,2018-04-11,865,rv,47.0,43.0
2018,ABC/Washington Post,2018-04-08,2018-04-11,1002,a,50.0,40.0
2018,Hart/POS,2018-04-08,2018-04-11,720,rv,47.0,40.0
2018,Ipsos,2018-04-07,2018-04-11,1257,rv,44.5,34.4
2018,Ipsos,2018-04-07,2018-04-11,1504,a,40.5,29.7
2018,Ipsos,2018-04-08,2018-04-12,1273,rv,43.5,35.1
2018,Ipsos,2018-04-08,2018-04-12,1541,a,39.8,29.9
2018,Ipsos,2018-04-09,2018-04-13,1293,rv,43.1,36.0
2018,Ipsos,2018-04-09,2018-04-13,1573,a,39.5,31.0
2018,Marist College,2018-04-10,2018-04-13,827,rv,44.0,39.0
2018,Ipsos,2018-04-10,2018-04-14,1267,rv,45.1,34.7
2018,Ipsos,2018-04-10,2018-04-14,1553,a,40.9,30.2
2018,Ipsos,2018-04-11,2018-04-15,1281,rv,45.0,35.0
2018,Ipsos,2018-04-11,2018-04-15,1574,a,41.1,30.3
2018,Ipsos,2018-04-12,2018-04-16,1268,rv,44.2,35.2
2018,Ipsos,2018-04-12,2018-04-16,1554,a,39.5,31.1
2018,Ipsos,2018-04-13,2018-04-17,1239,rv,43.9,34.4
2018,Ipsos,2018-04-13,2018-04-17,1511,a,39.1,30.7
2018,Morning Consult,2018-04-12,2018-04-17,1917,rv,43.0,36.0
2018,YouGov,2018-04-15,2018-04-17,1274,rv,43.0,38.0
2018,Ipsos,2018-04-14,2018-04-18,1206,rv,44.8,33.1
2018,Ipsos,2018-04-14,2018-04-18,1471,a,39.3,29.3
2018,Ipsos,2018-04-15,2018-04-19,1260,rv,42.4,35.6
2018,Ipsos,2018-04-15,2018-04-19,1516,a,37.8,31.3
2018,Ipsos,2018-04-16,2018-04-20,1244,rv,42.0,35.7
2018,Ipsos,2018-04-16,2018-04-20,1494,a,38.0,31.0
2018,Ipsos,2018-04-17,2018-04-21,1209,rv,40.4,35.4
2018,Ipsos,2018-04-17,2018-04-21,1471,a,36.5,30.7
2018,Ipsos,2018-04-18,2018-04-22,1231,rv,42.2,35.3
2018,Ipsos,2018-04-18,2018-04-22,1504,a,37.5,30.0
2018,McLaughlin,2018-04-17,2018-04-22,1000,lv,43.0,43.0
2018,Ipsos,2018-04-19,2018-04-23,1283,rv,43.6,35.2
2018,Ipsos,2018-04-19,2018-04-23,1552,a,39.2,30.7
2018,Morning Consult,2018-04-19,2018-04-23,1993,rv,44.0,35.0
2018,Harris Poll,2018-04-22,2018-04-24,1549,rv,43.0,34.0
2018,Ipsos,2018-04-20,2018-04-24,1248,rv,45.0,33.6
2018,Ipsos,2018-04-20,2018-04-24,1522,a,40.4,29.2
2018,Quinnipiac,2018-04-20,2018-04-24,1193,rv,48.0,40.0
2018,YouGov,2018-04-22,2018-04-24,1265,rv,43.0,38.0
2018,Ipsos,2018-04-21,2018-04-25,1226,rv,44.7,34.4
2018,Ipsos,2018-04-21,2018-04-25,1510,a,39.6,30.3
2018,Ipsos,2018-04-22,2018-04-26,1891,rv,44.1,33.2
2018,Ipsos,2018-04-22,2018-04-26,2321,a,38.9,29.1
2018,Ipsos,2018-04-23,2018-04-27,1988,rv,43.5,33.9
2018,Ipsos,2018-04-23,2018-04-27,2418,a,38.7,30.1
2018,Ipsos,2018-04-24,2018-04-28,1979,rv,42.4,35.1
2018,Ipsos,2018-04-24,2018-04-28,2392,a,37.9,31.3
2018,Ipsos,2018-04-25,2018-04-29,1943,rv,42.0,35.4
2018,Ipsos,2018-04-25,2018-04-29,2348,a,37.7,31.5
2018,Ipsos,2018-04-26,2018-04-30,1977,rv,42.8,35.2
2018,Ipsos,2018-04-26,2018-04-30,2364,a,38.3,31.5
2018,Kaiser Family Foundation,2018-04-20,2018-04-30,1655,rv,46.0,38.0
2018,Monmouth,2018-04-26,2018-04-30,681,rv,49.0,41.0
2018,Winston,2018-04-28,2018-04-30,1000,rv,48.0,41.0
2018,Ipsos,2018-04-27,2018-05-01,1339,rv,42.6,37.4
2018,Ipsos,2018-04-27,2018-05-01,1550,a,39.0,34.1
2018,Morning Consult,2018-04-26,2018-05-01,1991,rv,43.0,34.0
2018,Pew,2018-04-25,2018-05-01,1221,rv,48.0,43.0
2018,Pew,2018-04-25,2018-05-01,1221,rv,48.0,44.0
2018,YouGov,2018-04-29,2018-05-01,1259,rv,42.0,39.0
2018,Ipsos,2018-04-28,2018-05-02,1241,rv,41.1,37.5
2018,Ipsos,2018-04-28,2018-05-02,1429,a,37.6,33.5
2018,Ipsos,2018-04-29,2018-05-03,1238,rv,40.6,37.0
2018,Ipsos,2018-04-29,2018-05-03,1423,a,37.2,33.0
2018,Ipsos,2018-04-30,2018-05-04,1431,a,37.2,33.3
2018,Ipsos,2018-04-30,2018-05-04,1248,rv,40.8,37.2
2018,CNN/SSRS,2018-05-02,2018-05-05,901,rv,47.0,44.0
2018,Ipsos,2018-05-01,2018-05-05,1365,a,35.9,34.4
2018,Ipsos,2018-05-01,2018-05-05,1194,rv,39.3,37.8
2018,Morning Consult,2018-05-03,2018-05-05,1992,rv,42.0,35.0
2018,CBS News,2018-05-03,2018-05-06,1101,a,50.0,41.0
2018,Ipsos,2018-05-02,2018-05-06,1394,a,36.5,33.6
2018,Ipsos,2018-05-02,2018-05-06,1205,rv,39.5,36.3
2018,Ipsos,2018-05-03,2018-05-07,1387,a,36.6,35.0
2018,Ipsos,2018-05-03,2018-05-07,1197,rv,39.2,37.8
2018,Ipsos,2018-05-04,2018-05-08,1173,rv,39.2,37.9
2018,Ipsos,2018-05-04,2018-05-08,1367,a,36.1,34.6
2018,YouGov,2018-05-06,2018-05-08,1228,rv,44.0,35.0
2018,Ipsos,2018-05-05,2018-05-09,1230,rv,39.6,37.3
2018,Ipsos,2018-05-05,2018-05-09,1431,a,37.2,34.1
2018,Ipsos,2018-05-06,2018-05-10,1317,rv,39.3,36.7
2018,Ipsos,2018-05-06,2018-05-10,1529,a,37.0,33.5
2018,Rasmussen,2018-05-06,2018-05-10,2500,lv,46.0,40.0
2018,Ipsos,2018-05-07,2018-05-11,1327,rv,39.0,37.2
2018,Ipsos,2018-05-07,2018-05-11,1535,a,37.1,33.6
2018,Ipsos,2018-05-08,2018-05-12,1275,rv,39.0,35.5
2018,Ipsos,2018-05-08,2018-05-12,1480,a,36.7,32.1
2018,Zogby,2018-05-10,2018-05-12,881,lv,40.0,33.0
2018,Ipsos,2018-05-09,2018-05-13,1319,rv,39.2,35.0
2018,Ipsos,2018-05-09,2018-05-13,1521,a,36.9,32.3
2018,Ipsos,2018-05-10,2018-05-14,1340,rv,38.2,35.6
2018,Ipsos,2018-05-10,2018-05-14,1541,a,35.4,33.4
2018,Morning Consult,2018-05-10,2018-05-14,1993,rv,43.0,38.0
2018,Ipsos,2018-05-11,2018-05-15,1290,rv,37.8,37.1
2018,Ipsos,2018-05-11,2018-05-15,1491,a,35.1,34.1
2018,YouGov,2018-05-13,2018-05-15,1226,rv,42.0,37.0
2018,Ipsos,2018-05-12,2018-05-16,1247,rv,37.5,36.4
2018,Ipsos,2018-05-12,2018-05-16,1436,a,34.3,33.8
2018,Ipsos,2018-05-13,2018-05-17,1338,rv,36.7,38.1
2018,Ipsos,2018-05-13,2018-05-17,1556,a,33.6,34.2
2018,Pew,2018-04-25,2018-05-17,1595,rv,53.0,39.0
2018,Pew,2018-04-25,2018-05-17,1165,rv,50.0,42.0
2018,Rasmussen,2018-05-13,2018-05-17,2500,lv,43.0,42.0
2018,Ipsos,2018-05-14,2018-05-18,1263,rv,35.2,40.8
2018,Ipsos,2018-05-14,2018-05-18,1488,a,32.2,35.7
2018,Ipsos,2018-05-15,2018-05-19,1134,rv,36.0,41.1
2018,Ipsos,2018-05-15,2018-05-19,1358,a,33.9,35.7
2018,Morning Consult,2018-05-17,2018-05-19,1990,rv,42.0,36.0
2018,Ipsos,2018-05-16,2018-05-20,1131,rv,37.0,38.6
2018,Ipsos,2018-05-16,2018-05-20,1354,a,35.0,33.8
2018,Ipsos,2018-05-17,2018-05-21,1038,rv,38.0,37.7
2018,Ipsos,2018-05-17,2018-05-21,1250,a,35.9,33.3
2018,McLaughlin,2018-05-16,2018-05-21,1000,lv,45.0,43.0
2018,Harris Poll,2018-05-21,2018-05-22,1347,rv,44.0,37.0
2018,Ipsos,2018-05-18,2018-05-22,1298,a,37.9,33.1
2018,Ipsos,2018-05-18,2018-05-22,1083,rv,40.0,36.9
2018,Morning Consult,2018-05-18,2018-05-22,1993,rv,43.0,37.0
2018,YouGov,2018-05-20,2018-05-22,1258,rv,43.0,38.0
2018,Ipsos,2018-05-19,2018-05-23,1391,a,37.8,32.1
2018,Ipsos,2018-05-19,2018-05-23,1150,rv,39.9,35.4
2018,Garin-Hart-Yang/Global Strategy Group,2018-05-18,2018-05-24,1003,lv,43.0,38.0
2018,Ipsos,2018-05-20,2018-05-24,1453,a,38.7,31.4
2018,Ipsos,2018-05-20,2018-05-24,1207,rv,41.6,34.4
2018,Ipsos,2018-05-21,2018-05-25,1727,a,37.2,31.9
2018,Ipsos,2018-05-21,2018-05-25,1440,rv,40.9,35.6
2018,Rasmussen,2018-05-21,2018-05-25,2500,lv,43.0,42.0
2018,Ipsos,2018-05-22,2018-05-26,1911,a,37.0,31.5
2018,Ipsos,2018-05-22,2018-05-26,1579,rv,41.6,35.5
2018,Ipsos,2018-05-23,2018-05-27,1923,a,36.7,31.2
2018,Ipsos,2018-05-23,2018-05-27,1589,rv,42.0,35.5
2018,Ipsos,2018-05-24,2018-05-28,1898,a,37.0,30.6
2018,Ipsos,2018-05-24,2018-05-28,1572,rv,42.7,35.1
2018,Ipsos,2018-05-25,2018-05-29,2354,a,36.1,30.2
2018,Ipsos,2018-05-25,2018-05-29,1933,rv,41.5,34.8
2018,Morning Consult,2018-05-23,2018-05-29,1995,rv,42.0,37.0
2018,YouGov,2018-05-27,2018-05-29,1268,rv,42.0,39.0
2018,Ipsos,2018-05-26,2018-05-30,2144,a,36.1,31.0
2018,Ipsos,2018-05-26,2018-05-30,1752,rv,41.8,35.5
2018,YouGov,2018-05-14,2018-05-30,3146,rv,45.0,38.0
2018,Ipsos,2018-05-27,2018-05-31,2161,a,35.7,31.9
2018,Ipsos,2018-05-27,2018-05-31,1777,rv,40.3,36.6
2018,Rasmussen,2018-05-27,2018-05-31,2500,lv,45.0,41.0
2018,Ipsos,2018-05-28,2018-06-01,2095,a,36.1,31.2
2018,Ipsos,2018-05-28,2018-06-01,1723,rv,40.6,35.5
2018,Winston,2018-05-31,2018-06-01,1000,rv,45.0,42.0
2018,Ipsos,2018-05-29,2018-06-02,2048,a,36.3,31.3
2018,Ipsos,2018-05-29,2018-06-02,1681,rv,40.9,35.4
2018,Ipsos,2018-05-30,2018-06-03,1627,a,37.3,32.1
2018,Ipsos,2018-05-30,2018-06-03,1353,rv,41.6,36.2
2018,Hart/POS,2018-06-01,2018-06-04,900,rv,50.0,40.0
2018,Ipsos,2018-05-31,2018-06-04,1593,a,37.4,29.7
2018,Ipsos,2018-05-31,2018-06-04,1310,rv,41.6,33.9
2018,Morning Consult,2018-05-31,2018-06-04,1990,rv,44.0,37.0
2018,Greenberg Quinlan Rosner,2018-06-01,2018-06-05,1400,rv,51.0,42.0
2018,Ipsos,2018-06-01,2018-06-05,1534,a,38.0,28.5
2018,Ipsos,2018-06-01,2018-06-05,1266,rv,42.6,32.5
2018,Quinnipiac,2018-05-31,2018-06-05,1223,rv,47.0,40.0
2018,TIPP,2018-05-29,2018-06-05,,rv,47.0,40.0
2018,YouGov,2018-06-03,2018-06-05,1287,rv,44.0,38.0
2018,Beacon/Shaw,2018-06-03,2018-06-06,1001,rv,48.0,39.0
2018,Ipsos,2018-06-02,2018-06-06,1512,a,39.2,30.0
2018,Ipsos,2018-06-02,2018-06-06,1247,rv,43.6,34.3
2018,Ipsos,2018-06-03,2018-06-07,1583,a,39.0,30.1
2018,Ipsos,2018-06-03,2018-06-07,1322,rv,43.3,34.3
2018,Rasmussen,2018-06-03,2018-06-07,2500,lv,44.0,40.0
2018,Ipsos,2018-06-04,2018-06-08,1559,a,38.7,29.8
2018,Ipsos,2018-06-04,2018-06-08,1310,rv,43.6,34.0
2018,Ipsos,2018-06-05,2018-06-09,1541,a,40.2,30.6
2018,Ipsos,2018-06-05,2018-06-09,1315,rv,44.7,34.0
2018,Ipsos,2018-06-06,2018-06-10,1496,a,40.2,32.2
2018,Ipsos,2018-06-06,2018-06-10,1291,rv,44.5,35.5
2018,Morning Consult,2018-06-07,2018-06-10,1994,rv,43.0,38.0
2018,PPP,2018-06-08,2018-06-10,679,rv,46.0,40.0
2018,Ipsos,2018-06-07,2018-06-11,1552,a,38.9,31.1
2018,Ipsos,2018-06-07,2018-06-11,1335,rv,43.4,34.8
2018,Ipsos,2018-06-08,2018-06-12,2373,a,40.0,31.4
2018,Ipsos,2018-06-08,2018-06-12,2017,rv,44.6,35.3
2018,Pew,2018-06-05,2018-06-12,1608,rv,48.0,43.0
2018,YouGov,2018-06-10,2018-06-12,1299,rv,43.0,37.0
2018,Ipsos,2018-06-09,2018-06-13,2479,a,39.4,32.1
2018,Ipsos,2018-06-09,2018-06-13,2092,rv,43.8,36.0
2018,Monmouth,2018-06-12,2018-06-13,711,rv,48.0,41.0
2018,Ipsos,2018-06-13,2018-06-14,1005,a,42.0,30.0
2018,Ipsos,2018-06-10,2018-06-14,2507,a,38.2,32.6
2018,Ipsos,2018-06-10,2018-06-14,2106,rv,42.4,36.9
2018,Rasmussen,2018-06-10,2018-06-14,2500,lv,45.0,41.0
2018,Ipsos,2018-06-11,2018-06-15,2578,a,38.6,32.4
2018,Ipsos,2018-06-11,2018-06-15,2166,rv,42.8,36.6
2018,Ipsos,2018-06-12,2018-06-16,2503,a,38.9,32.5
2018,Ipsos,2018-06-12,2018-06-16,2122,rv,43.1,36.6
2018,CNN/SSRS,2018-06-14,2018-06-17,901,rv,50.0,42.0
2018,Gallup,2018-06-11,2018-06-17,1346,rv,48.0,43.0
2018,Ipsos,2018-06-13,2018-06-17,1687,a,38.2,32.0
2018,Ipsos,2018-06-13,2018-06-17,1447,rv,41.8,35.9
2018,Quinnipiac,2018-06-14,2018-06-17,905,rv,49.0,43.0
2018,Ipsos,2018-06-14,2018-06-18,1904,a,39.2,31.2
2018,Ipsos,2018-06-14,2018-06-18,1615,rv,43.0,35.4
2018,Morning Consult,2018-06-14,2018-06-18,1994,rv,42.0,37.0
2018,PRRI,2018-06-06,2018-06-18,864,rv,53.0,42.0
2018,PRRI,2018-06-06,2018-06-18,1031,a,53.0,41.0
2018,Suffolk,2018-06-13,2018-06-18,1000,rv,45.1,39.0
2018,Ipsos,2018-06-15,2018-06-19,1902,a,38.4,31.6
2018,Ipsos,2018-06-15,2018-06-19,1604,rv,42.0,35.9
2018,McLaughlin,2018-06-15,2018-06-19,1000,lv,44.0,44.0
2018,YouGov,2018-06-17,2018-06-19,1267,rv,44.0,37.0
2018,Ipsos,2018-06-16,2018-06-20,1907,a,38.4,30.9
2018,Ipsos,2018-06-16,2018-06-20,1578,rv,42.6,35.7
2018,YouGov,2018-06-19,2018-06-20,994,a,34.0,36.0
2018,Ipsos,2018-06-17,2018-06-21,1930,a,38.2,30.2
2018,Ipsos,2018-06-17,2018-06-21,1578,rv,42.7,34.7
2018,Rasmussen,2018-06-17,2018-06-21,2500,lv,45.0,41.0
2018,Ipsos,2018-06-18,2018-06-22,1903,a,38.2,30.9
2018,Ipsos,2018-06-18,2018-06-22,1546,rv,42.5,35.8
2018,YouGov,2018-06-21,2018-06-22,2063,a,40.0,36.0
2018,Ipsos,2018-06-19,2018-06-23,1489,a,37.3,31.3
2018,Ipsos,2018-06-19,2018-06-23,1214,rv,41.2,36.6
2018,Ipsos,2018-06-20,2018-06-24,1480,a,37.9,30.4
2018,Ipsos,2018-06-20,2018-06-24,1209,rv,42.8,36.2
2018,Morning Consult,2018-06-22,2018-06-24,1989,rv,44.0,37.0
2018,Harris Poll,2018-06-24,2018-06-25,1448,rv,45.0,36.0
2018,Ipsos,2018-06-21,2018-06-25,1484,a,36.1,31.6
2018,Ipsos,2018-06-21,2018-06-25,1205,rv,40.9,36.8
2018,Ipsos,2018-06-22,2018-06-26,1479,a,36.0,32.3
2018,Ipsos,2018-06-22,2018-06-26,1201,rv,41.4,37.8
2018,YouGov,2018-06-24,2018-06-26,1268,rv,43.0,38.0
2018,Ipsos,2018-06-23,2018-06-27,1510,a,35.7,31.5
2018,Ipsos,2018-06-23,2018-06-27,1206,rv,41.9,36.9
2018,Ipsos,2018-06-24,2018-06-28,2275,a,38.0,29.1
2018,Ipsos,2018-06-24,2018-06-28,1810,rv,44.5,34.5
2018,Rasmussen,2018-06-24,2018-06-28,2500,lv,46.0,40.0
2018,Ipsos,2018-06-25,2018-06-29,2673,a,37.9,30.1
2018,Ipsos,2018-06-25,2018-06-29,2153,rv,43.9,35.0
2018,Morning Consult,2018-06-28,2018-06-29,1990,rv,43.0,35.0
2018,TIPP,2018-06-21,2018-06-29,858,rv,48.0,40.0
2018,Winston,2018-06-28,2018-06-29,1000,rv,47.0,40.0
2018,Ipsos,2018-06-26,2018-06-30,2699,a,38.4,29.5
2018,Ipsos,2018-06-26,2018-06-30,2197,rv,44.6,34.6
2018,Ipsos,2018-06-27,2018-07-01,2694,a,38.2,29.2
2018,Ipsos,2018-06-27,2018-07-01,2198,rv,44.4,34.3
2018,Quinnipiac,2018-06-27,2018-07-01,1020,rv,50.0,41.0
2018,SurveyMonkey,2018-06-27,2018-07-01,2652,a,43.0,40.0
2018,Ipsos,2018-06-28,2018-07-02,2720,a,38.2,29.7
2018,Ipsos,2018-06-28,2018-07-02,2252,rv,44.0,34.4
2018,Washington Post/George Mason University,2018-06-27,2018-07-02,1302,rv,47.0,37.0
2018,Ipsos,2018-06-29,2018-07-03,2009,a,36.5,32.2
2018,Ipsos,2018-06-29,2018-07-03,1689,rv,41.4,36.5
2018,YouGov,2018-07-01,2018-07-03,1259,rv,42.0,38.0
2018,Ipsos,2018-06-30,2018-07-04,1652,a,37.7,30.6
2018,Ipsos,2018-06-30,2018-07-04,1394,rv,42.7,35.5
2018,Ipsos,2018-07-01,2018-07-05,1644,a,39.0,30.3
2018,Ipsos,2018-07-01,2018-07-05,1383,rv,43.5,34.8
2018,Rasmussen,2018-07-01,2018-07-05,2500,lv,48.0,40.0
2018,Ipsos,2018-07-02,2018-07-06,1661,a,38.4,31.3
2018,Ipsos,2018-07-02,2018-07-06,1406,rv,42.1,35.8
2018,Emerson,2018-07-06,2018-07-07,900,rv,49.0,42.0
2018,Ipsos,2018-07-03,2018-07-07,1601,a,39.5,30.2
2018,Ipsos,2018-07-03,2018-07-07,1351,rv,43.3,35.4
2018,Ipsos,2018-07-04,2018-07-08,1606,a,41.6,29.3
2018,Ipsos,2018-07-04,2018-07-08,1353,rv,46.2,33.7
2018,Ipsos,2018-07-05,2018-07-09,1577,a,41.2,29.1
2018,Ipsos,2018-07-05,2018-07-09,1312,rv,46.3,33.8
2018,Ipsos,2018-07-06,2018-07-10,1549,a,41.0,29.5
2018,Ipsos,2018-07-06,2018-07-10,1295,rv,46.6,34.1
2018,Morning Consult,2018-07-06,2018-07-10,1999,rv,42.0,37.0
2018,YouGov,2018-07-08,2018-07-10,1246,rv,42.0,38.0
2018,Beacon/Shaw,2018-07-09,2018-07-11,1007,rv,48.0,40.0
2018,Ipsos,2018-07-07,2018-07-11,1502,a,42.5,29.1
2018,Ipsos,2018-07-07,2018-07-11,1256,rv,48.2,33.4
2018,Ipsos,2018-07-08,2018-07-12,1507,a,41.9,29.6
2018,Ipsos,2018-07-08,2018-07-12,1246,rv,47.3,34.1
2018,Rasmussen,2018-07-08,2018-07-12,2500,lv,46.0,41.0
2018,Ipsos,2018-07-09,2018-07-13,1553,a,40.2,29.7
2018,Ipsos,2018-07-09,2018-07-13,1286,rv,46.1,34.3
2018,Ipsos,2018-07-10,2018-07-14,1618,a,40.8,29.5
2018,Ipsos,2018-07-10,2018-07-14,1357,rv,46.1,32.8
2018,Morning Consult,2018-07-13,2018-07-14,1991,rv,45.0,37.0
2018,Ipsos,2018-07-11,2018-07-15,1536,a,39.8,28.8
2018,Ipsos,2018-07-11,2018-07-15,1283,rv,45.4,32.5
2018,Ipsos,2018-07-12,2018-07-16,2274,a,38.7,29.9
2018,Ipsos,2018-07-12,2018-07-16,1878,rv,44.0,34.4
2018,Ipsos,2018-07-13,2018-07-17,2851,a,38.5,30.8
2018,Ipsos,2018-07-13,2018-07-17,2357,rv,43.5,35.2
2018,Morning Consult,2018-07-14,2018-07-17,12771,rv,47.0,39.0
2018,YouGov,2018-07-15,2018-07-17,1272,rv,45.0,37.0
2018,Hart/POS,2018-07-15,2018-07-18,900,rv,49.0,43.0
2018,Ipsos,2018-07-14,2018-07-18,2877,a,37.8,31.9
