year,office,state,race,pollster,partisan,start,end,sample,population,dem,rep,grade
2018,S,OH,Senate,SurveyMonkey,,2018-06-11,2018-07-02,728,lv,50.0,47.0,2.0
2018,S,OH,Senate,SurveyMonkey,,2018-06-11,2018-07-02,809,lv,52.0,45.0,2.0
2018,S,OH,Senate,SurveyMonkey,,2018-06-11,2018-07-02,951,lv,48.0,49.0,2.0
2018,S,OH,Senate,SurveyMonkey,,2018-06-11,2018-07-02,951,lv,49.0,47.0,2.0
2018,S,OH,Senate,TRZ Communication,R,2018-06-30,2018-07-10,1485,rv,44.98,40.89,
2018,S,OH,Senate,Change Research,D,2018-08-31,2018-09-04,822,lv,46.2,41.8,1.4
2018,S,OH,Senate,Morning Consult,,2018-09-02,2018-09-11,1592,rv,47.0,31.0,1.9
2018,S,OH,Senate,Baldwin Wallace University,,2018-09-05,2018-09-15,1048,lv,49.2,31.8,2.1
2018,S,OH,Senate,Triton Polling & Research,,2018-09-18,2018-09-20,1003,lv,52.5,42.3,
2018,S,OH,Senate,Marist College,,2018-09-16,2018-09-20,796,rv,52.0,39.0,2.9
2018,S,OH,Senate,Marist College,,2018-09-16,2018-09-20,564,lv,52.0,39.0,2.9
2018,S,OH,Senate,Ipsos,,2018-09-13,2018-09-20,1074,lv,49.5,39.3,2.8
2018,S,OH,Senate,Ipsos,,2018-09-13,2018-09-20,2000,a,39.0,31.0,2.8
2018,S,OH,Senate,University of Akron,,2018-09-10,2018-10-04,1000,a,43.0,31.0,
2018,S,OH,Senate,Suffolk,,2018-10-04,2018-10-08,500,lv,53.6,36.0,2.9
2018,S,OH,Senate,Baldwin Wallace University,,2018-09-28,2018-10-08,1017,lv,49.5,33.0,2.1
2018,S,OH,Senate,Baldwin Wallace University,,2018-10-19,2018-10-27,1051,lv,51.2,31.7,2.1
2018,S,OH,Senate,Emerson,,2018-10-26,2018-10-28,566,lv,48.8,43.0,2.9
2018,S,OH,Senate,Gravis Marketing (2020 and earlier),,2018-10-29,2018-10-30,789,lv,46.0,37.0,2.0
2018,S,OH,Senate,Cygnal,,2018-10-30,2018-10-31,503,lv,52.4,42.0,2.1
2018,S,OH,Senate,Research Co.,,2018-11-01,2018-11-03,450,rv,53.0,39.0,2.4
2018,S,OH,Senate,Change Research,,2018-11-02,2018-11-04,923,lv,53.0,43.0,1.4
2018,S,PA,Senate,SurveyMonkey,,2018-02-12,2018-03-05,2165,rv,52.0,43.0,2.0
2018,S,PA,Senate,PPP,D,2018-03-15,2018-03-16,1056,v,54.0,36.0,1.4
2018,S,PA,Senate,Franklin and Marshall College,,2018-03-19,2018-03-26,423,rv,43.0,25.0,2.4
2018,S,PA,Senate,Muhlenberg,,2018-04-04,2018-04-12,414,rv,48.0,32.0,2.8
2018,S,PA,Senate,Franklin and Marshall College,,2018-06-04,2018-06-10,472,rv,44.0,27.0,2.4
2018,S,PA,Senate,Global Strategy Group,D,2018-06-14,2018-06-19,915,lv,50.0,34.0,1.8
2018,S,PA,Senate,Suffolk,,2018-06-21,2018-06-25,500,lv,47.0,31.6,2.9
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,990,rv,55.0,41.0,2.0
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,872,lv,54.0,43.0,2.0
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,748,lv,55.0,44.0,2.0
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,861,lv,56.0,41.0,2.0
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,990,lv,54.0,43.0,2.0
2018,S,PA,Senate,SurveyMonkey,,2018-06-11,2018-07-02,990,lv,53.0,43.0,2.0
2018,S,PA,Senate,Self-Made Insights,R,2018-08-13,2018-08-15,2012,lv,47.09,45.22,1.4
2018,S,PA,Senate,Marist College,,2018-08-12,2018-08-16,713,rv,53.0,38.0,2.9
2018,S,PA,Senate,Franklin and Marshall College,,2018-08-20,2018-08-26,511,rv,48.0,29.0,2.4
2018,S,PA,Senate,Franklin and Marshall College,,2018-08-20,2018-08-26,222,lv,47.0,34.0,2.4
2018,S,PA,Senate,Rasmussen,,2018-09-12,2018-09-13,800,lv,52.0,38.0,2.1
2018,S,PA,Senate,Muhlenberg,,2018-09-13,2018-09-19,404,lv,53.0,35.0,2.8
2018,S,PA,Senate,Ipsos,,2018-09-12,2018-09-19,1080,lv,52.6,37.0,2.8
2018,S,PA,Senate,Ipsos,,2018-09-12,2018-09-19,2000,a,42.0,28.0,2.8
2018,S,PA,Senate,Franklin and Marshall College,,2018-09-17,2018-09-23,545,rv,48.0,30.0,2.4
2018,S,PA,Senate,Franklin and Marshall College,,2018-09-17,2018-09-23,204,lv,50.0,33.0,2.4
2018,S,PA,Senate,Morning Consult,,2018-10-01,2018-10-02,1188,rv,47.0,32.0,1.9
2018,S,PA,Senate,Franklin and Marshall College,,2018-10-22,2018-10-28,537,rv,50.0,31.0,2.4
2018,S,PA,Senate,Franklin and Marshall College,,2018-10-22,2018-10-28,214,lv,50.0,35.0,2.4
2018,S,PA,Senate,Muhlenberg,,2018-10-28,2018-11-01,421,lv,54.0,40.0,2.8
2018,S,PA,Senate,Research Co.,,2018-11-01,2018-11-03,450,rv,56.0,39.0,2.4
2018,S,PA,Senate,Change Research,,2018-11-02,2018-11-04,1833,lv,51.0,44.0,1.4
2018,S,RI,Senate,SocialSphere,,2018-05-30,2018-06-04,501,rv,54.0,32.0,1.7
2018,S,RI,Senate,Fleming & Associates,,2018-09-14,2018-09-17,420,lv,54.0,35.0,1.9
2018,S,RI,Senate,U. New Hampshire,,2018-09-27,2018-10-06,503,lv,57.0,33.0,2.6
2018,S,RI,Senate,SocialSphere,,2018-10-05,2018-10-09,502,rv,56.0,32.0,1.7
2018,S,RI,Senate,Fleming & Associates,,2018-10-20,2018-10-24,416,lv,55.3,36.3,1.9
2018,S,TN,Senate,Garin Hart Yang,D,2017-10-20,2017-10-22,601,lv,46.0,41.0,1.0
2018,S,TN,Senate,Gravis Marketing (2020 and earlier),,2017-12-11,2017-12-12,563,rv,42.0,40.0,2.0
2018,S,TN,Senate,WPAi,R,2017-12-13,2017-12-17,500,lv,34.0,43.0,1.7
2018,S,TN,Senate,Triton Polling & Research,,2018-01-21,2018-01-24,1003,lv,39.7,50.7,
2018,S,TN,Senate,WPAi,R,2018-02-13,2018-02-15,500,lv,39.0,44.0,1.7
2018,S,TN,Senate,PPP,D,2018-03-15,2018-03-16,1014,v,46.0,41.0,1.4
2018,S,TN,Senate,Middle Tennessee State U.,,2018-03-22,2018-03-29,600,rv,45.0,35.0,
2018,S,TN,Senate,Garin Hart Yang,D,2018-04-09,2018-04-11,601,lv,51.0,41.0,1.0
2018,S,TN,Senate,Mason-Dixon,,2018-04-17,2018-04-19,625,rv,46.0,43.0,2.6
2018,S,TN,Senate,SurveyMonkey,,2018-04-02,2018-04-23,1638,rv,48.0,47.0,2.0
2018,S,TN,Senate,PPP,D,2018-04-30,2018-05-01,609,v,46.0,43.0,1.4
2018,S,TN,Senate,PPP,,2018-06-10,2018-06-11,,,44.0,41.0,1.4
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,1010,rv,41.0,55.0,2.0
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,915,lv,40.0,58.0,2.0
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,790,lv,40.0,57.0,2.0
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,866,lv,40.0,57.0,2.0
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,1010,lv,39.0,58.0,2.0
2018,S,TN,Senate,SurveyMonkey,,2018-06-11,2018-07-02,1010,lv,39.0,58.0,2.0
2018,S,TN,Senate,PPP,D,2018-07-10,2018-07-11,583,lv,44.0,41.0,1.4
2018,S,TN,Senate,WPAi,R,2018-07-09,2018-07-11,551,lv,35.0,38.0,1.7
2018,S,TN,Senate,Emerson,,2018-07-11,2018-07-14,657,rv,42.5,36.5,2.9
2018,S,TN,Senate,Gravis Marketing (2020 and earlier),,2018-08-09,2018-08-11,620,lv,44.0,48.0,2.0
2018,S,TN,Senate,Marist College,,2018-08-25,2018-08-28,730,rv,48.0,44.0,2.9
2018,S,TN,Senate,Marist College,,2018-08-25,2018-08-28,538,lv,48.0,46.0,2.9
2018,S,TN,Senate,Beacon/Shaw,,2018-09-08,2018-09-11,686,lv,44.0,47.0,2.8
2018,S,TN,Senate,Beacon/Shaw,,2018-09-08,2018-09-11,809,rv,43.0,45.0,2.8
2018,S,TN,Senate,Triton Polling & Research,,2018-09-10,2018-09-12,1038,lv,45.0,48.3,
2018,S,TN,Senate,CNN/SSRS,,2018-09-11,2018-09-15,723,lv,50.0,45.0,2.8
2018,S,TN,Senate,CNN/SSRS,,2018-09-11,2018-09-15,852,rv,50.0,42.0,2.8
2018,S,TN,Senate,Vox Populi Polling,,2018-09-16,2018-09-18,567,lv,51.0,49.0,
2018,S,TN,Senate,SurveyMonkey,,2018-09-09,2018-09-24,1609,rv,42.0,42.0,2.0
2018,S,TN,Senate,Garin Hart Yang,D,2018-09-23,2018-09-25,600,lv,47.0,45.0,1.0
2018,S,TN,Senate,Beacon/Shaw,,2018-09-29,2018-10-02,666,lv,43.0,48.0,2.8
2018,S,TN,Senate,Beacon/Shaw,,2018-09-29,2018-10-02,806,rv,41.0,47.0,2.8
2018,S,TN,Senate,YouGov,,2018-10-02,2018-10-05,871,lv,42.0,50.0,3.0
2018,S,TN,Senate,Siena/NYT,,2018-10-08,2018-10-11,593,lv,40.03,54.46,3.0
2018,S,TN,Senate,Siena/NYT,,2018-10-08,2018-10-11,593,rv,41.92,50.87,3.0
2018,S,TN,Senate,Ipsos,,2018-10-04,2018-10-11,1108,lv,44.0,47.0,2.8
2018,S,TN,Senate,Ipsos,,2018-10-04,2018-10-11,2000,a,38.0,37.0,2.8
2018,S,TN,Senate,Targoz Market Research,,2018-10-09,2018-10-12,558,lv,48.0,52.0,1.8
2018,S,TN,Senate,Targoz Market Research,,2018-10-09,2018-10-12,801,rv,45.0,44.0,1.8
2018,S,TN,Senate,SSRS,,2018-10-08,2018-10-13,800,rv,44.0,43.0,2.4
2018,S,TN,Senate,Cygnal,,2018-10-26,2018-10-27,497,lv,44.7,50.5,2.1
2018,S,TN,Senate,Marist College,,2018-10-23,2018-10-27,471,lv,46.0,51.0,2.9
2018,S,TN,Senate,Marist College,,2018-10-23,2018-10-27,764,rv,46.0,49.0,2.9
2018,S,TN,Senate,Vox Populi Polling,,2018-10-27,2018-10-29,780,lv,47.0,53.0,
2018,S,TN,Senate,CNN/SSRS,,2018-10-24,2018-10-29,871,rv,46.0,47.0,2.8
2018,S,TN,Senate,CNN/SSRS,,2018-10-24,2018-10-29,764,lv,45.0,49.0,2.8
2018,S,TN,Senate,East Tennessee State University,,2018-10-22,2018-10-29,495,lv,44.0,44.0,
2018,S,TN,Senate,Emerson,,2018-10-28,2018-10-30,632,lv,43.6,52.0,2.9
2018,S,TN,Senate,Beacon/Shaw,,2018-10-27,2018-10-30,718,lv,41.0,50.0,2.8
2018,S,TN,Senate,Beacon/Shaw,,2018-10-27,2018-10-30,850,rv,40.0,48.0,2.8
2018,S,TN,Senate,Targoz Market Research,,2018-10-28,2018-10-31,480,lv,49.0,49.0,1.8
2018,S,TX,Senate,Texas Lyceum,,2017-04-03,2017-04-09,1000,a,30.0,30.0,
2018,S,TX,Senate,WPAi,R,2017-12-12,2017-12-14,600,lv,34.0,52.0,1.7
2018,S,TX,Senate,PPP,D,2018-01-17,2018-01-18,757,v,37.0,45.0,1.4
2018,S,TX,Senate,Quinnipiac,,2018-04-12,2018-04-17,1029,rv,44.0,47.0,2.8
2018,S,TX,Senate,PPP,D,2018-05-21,2018-05-22,861,v,42.0,48.0,1.4
2018,S,TX,Senate,Baselice & Associates,R,2018-05-21,2018-05-28,601,lv,36.0,48.0,1.4
2018,S,TX,Senate,Quinnipiac,,2018-05-23,2018-05-29,961,rv,39.0,50.0,2.8
2018,S,TX,Senate,Greenberg Quinlan Rosner,D,2018-05-29,2018-06-05,1000,lv,43.0,49.0,2.0
2018,S,TX,Senate,U. Texas,,2018-06-08,2018-06-17,1200,rv,36.0,41.0,
2018,S,TX,Senate,YouGov,,2018-06-19,2018-06-22,1025,rv,36.0,44.0,3.0
2018,S,TX,Senate,YouGov,,2018-06-19,2018-06-22,821,lv,40.0,50.0,3.0
2018,S,TX,Senate,Gravis Marketing (2020 and earlier),,2018-07-03,2018-07-07,602,lv,42.0,51.0,2.0
2018,S,TX,Senate,Texas Lyceum,,2018-07-09,2018-07-25,806,rv,34.0,36.0,
2018,S,TX,Senate,Texas Lyceum,,2018-07-09,2018-07-25,441,lv,39.0,41.0,
2018,S,TX,Senate,Quinnipiac,,2018-07-26,2018-07-31,1118,rv,43.0,49.0,2.8
2018,S,TX,Senate,PPP,D,2018-08-01,2018-08-02,797,v,42.0,46.0,1.4
2018,S,TX,Senate,Civiqs,,2018-08-08,2018-08-11,,,48.0,47.0,2.4
2018,S,TX,Senate,Marist College,,2018-08-12,2018-08-16,759,rv,45.0,49.0,2.9
2018,S,TX,Senate,Emerson,,2018-08-22,2018-08-25,550,rv,37.2,37.8,2.9
2018,S,TX,Senate,Dixie Strategies,,2018-09-06,2018-09-07,519,lv,41.74,45.87,
2018,S,TX,Senate,Crosswind Media & Public Relations,,2018-09-06,2018-09-09,800,lv,44.0,47.0,2.1
2018,S,TX,Senate,Chism Strategies,D,2018-09-11,2018-09-12,1161,lv,45.4,49.4,2.4
2018,S,TX,Senate,Ipsos,,2018-09-06,2018-09-14,992,lv,47.0,45.0,2.8
2018,S,TX,Senate,Ipsos,,2018-09-06,2018-09-14,2000,a,39.0,36.0,2.8
2018,S,TX,Senate,Quinnipiac,,2018-09-11,2018-09-17,807,lv,45.0,54.0,2.8
2018,S,TX,Senate,Vox Populi Polling,,2018-09-16,2018-09-18,508,lv,50.0,50.0,
2018,S,TX,Senate,PPP,D,2018-09-19,2018-09-20,613,v,45.0,48.0,1.4
2018,S,TX,Senate,PPP,D,2018-09-19,2018-09-20,603,v,46.0,49.0,1.4
2018,S,TX,Senate,YouGov,,2018-10-02,2018-10-05,881,lv,44.0,50.0,3.0
2018,S,TX,Senate,Emerson,,2018-10-01,2018-10-05,500,lv,42.4,47.0,2.9
2018,S,TX,Senate,Quinnipiac,,2018-10-03,2018-10-09,730,lv,45.0,54.0,2.8
2018,S,TX,Senate,Siena/NYT,,2018-10-08,2018-10-11,800,lv,43.19,51.25,3.0
2018,S,TX,Senate,Siena/NYT,,2018-10-08,2018-10-11,800,rv,44.53,48.72,3.0
2018,S,TX,Senate,CNN/SSRS,,2018-10-09,2018-10-13,716,lv,45.0,52.0,2.8
2018,S,TX,Senate,CNN/SSRS,,2018-10-09,2018-10-13,862,rv,45.0,50.0,2.8
2018,S,TX,Senate,WPAi,R,2018-10-08,2018-10-13,801,lv,43.0,52.0,1.7
2018,S,TX,Senate,Tulchin Research,D,2018-10-10,2018-10-14,600,lv,45.0,49.0,0.9
2018,S,TX,Senate,Ipsos,,2018-10-12,2018-10-18,1298,lv,44.4,48.9,2.8
2018,S,TX,Senate,Ipsos,,2018-10-12,2018-10-18,2001,a,40.0,38.0,2.8
2018,S,TX,Senate,GBAO,D,2018-10-18,2018-10-21,1000,lv,46.0,50.0,1.2
2018,S,TX,Senate,U. Texas,,2018-10-15,2018-10-21,927,lv,45.0,51.0,
2018,S,TX,Senate,Dixie Strategies,,2018-10-25,2018-10-26,588,lv,42.0,52.0,
2018,S,TX,Senate,Quinnipiac,,2018-10-22,2018-10-28,1078,lv,46.0,51.0,2.8
2018,S,TX,Senate,University of Texas at Tyler,,2018-10-15,2018-10-28,1033,rv,42.2,46.5,1.8
2018,S,TX,Senate,University of Texas at Tyler,,2018-10-15,2018-10-28,905,lv,43.4,47.0,1.8
2018,S,TX,Senate,Emerson,,2018-10-28,2018-10-30,781,lv,47.2,50.3,2.9
2018,S,TX,Senate,Change Research,D,2018-11-01,2018-11-02,1211,lv,49.0,49.0,1.4
2018,S,TX,Senate,Trafalgar Group,R,2018-11-03,2018-11-05,2135,lv,43.2,52.1,0.7
2018,S,UT,Senate,Dan Jones,,2017-08-30,2017-09-05,608,rv,26.0,64.0,1.9
2018,S,UT,Senate,Dan Jones,,2017-11-16,2017-11-21,600,rv,21.0,72.0,1.9
2018,S,UT,Senate,Dan Jones,,2018-01-15,2018-01-18,803,rv,19.0,64.0,1.9
2018,S,UT,Senate,University of Utah,,2018-06-11,2018-06-18,654,rv,19.6,58.4,
2018,S,UT,Senate,Lighthouse Research,,2018-08-11,2018-08-27,600,rv,18.6,58.6,
2018,S,UT,Senate,Dan Jones,,2018-08-22,2018-08-31,809,lv,29.0,55.0,1.9
2018,S,UT,Senate,University of Utah,,2018-10-03,2018-10-09,607,rv,23.0,59.0,
2018,S,VA,Senate,PSRAI,,2017-09-05,2017-09-12,867,rv,53.0,36.0,
2018,S,VA,Senate,PSRAI,,2017-09-05,2017-09-12,562,lv,54.0,39.0,
2018,S,VA,Senate,Christopher Newport U.,,2018-02-05,2018-02-28,1562,rv,56.0,32.0,2.8
2018,S,VA,Senate,Roanoke College,,2018-05-20,2018-05-30,555,rv,44.0,33.0,2.6
2018,S,VA,Senate,Quinnipiac,,2018-06-21,2018-06-25,1153,rv,54.0,36.0,2.8
2018,S,VA,Senate,Virginia Commonwealth U.,,2018-07-10,2018-07-30,747,lv,49.0,26.0,2.1
2018,S,VA,Senate,Roanoke College,,2018-08-12,2018-08-19,512,lv,51.0,34.0,2.6
2018,S,VA,Senate,Cygnal,,2018-08-22,2018-08-24,1119,lv,50.2,45.7,2.1
2018,S,VA,Senate,SSRS,,2018-09-04,2018-09-09,704,rv,51.0,33.0,2.4
2018,S,VA,Senate,SSRS,,2018-09-04,2018-09-09,512,lv,52.0,36.0,2.4
2018,S,VA,Senate,SSRS,,2018-09-04,2018-09-09,801,a,49.0,30.0,2.4
2018,S,WA,Senate,PPP,,2018-05-22,2018-05-23,675,lv,52.0,36.0,1.4
2018,S,WA,Senate,Elway,,2018-10-04,2018-10-09,405,rv,53.0,39.0,1.9
2018,S,WI,Senate,PPP,D,2018-03-15,2018-03-16,910,v,51.0,39.0,1.4
2018,S,WI,Senate,Marquette Law School,,2018-06-13,2018-06-17,800,rv,49.0,40.0,3.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,968,rv,56.0,40.0,2.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,903,lv,57.0,41.0,2.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,800,lv,58.0,40.0,2.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,847,lv,57.0,40.0,2.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,968,lv,55.0,42.0,2.0
2018,S,WI,Senate,SurveyMonkey,,2018-06-11,2018-07-02,968,lv,56.0,42.0,2.0
2018,S,WI,Senate,Marist College,,2018-07-15,2018-07-19,906,rv,55.0,38.0,2.9
2018,S,WI,Senate,Emerson,,2018-07-26,2018-07-28,632,rv,50.3,35.6,2.9
2018,S,WI,Senate,Marquette Law School,,2018-08-15,2018-08-19,800,rv,51.0,43.0,3.0
2018,S,WI,Senate,Marquette Law School,,2018-08-15,2018-08-19,601,lv,49.0,47.0,3.0
2018,S,WI,Senate,Suffolk,,2018-08-18,2018-08-24,500,lv,49.8,42.2,2.9
2018,S,WI,Senate,Marquette Law School,,2018-09-12,2018-09-16,614,lv,53.0,42.0,3.0
2018,S,WI,Senate,Marquette Law School,,2018-09-12,2018-09-16,800,rv,52.0,40.0,3.0
2018,S,WI,Senate,Ipsos,,2018-09-14,2018-09-21,1109,lv,52.0,39.0,2.8
2018,S,WI,Senate,Ipsos,,2018-09-14,2018-09-21,2000,a,42.0,30.0,2.8
2018,S,WI,Senate,Marist College,,2018-09-30,2018-10-04,781,rv,53.0,40.0,2.9
2018,S,WI,Senate,Marist College,,2018-09-30,2018-10-04,571,lv,54.0,40.0,2.9
2018,S,WI,Senate,Marquette Law School,,2018-10-03,2018-10-07,799,lv,53.0,43.0,3.0
2018,S,WI,Senate,Marquette Law School,,2018-10-03,2018-10-07,1000,rv,53.0,42.0,3.0
2018,S,WI,Senate,PPP,D,2018-10-10,2018-10-11,816,v,52.0,42.0,1.4
2018,S,WI,Senate,Ipsos,,2018-10-12,2018-10-18,1193,lv,53.7,38.5,2.8
2018,S,WI,Senate,Ipsos,,2018-10-12,2018-10-18,2001,a,45.0,31.0,2.8
2018,S,WI,Senate,Marquette Law School,,2018-10-24,2018-10-28,1154,lv,54.0,43.0,3.0
2018,S,WI,Senate,Marquette Law School,,2018-10-24,2018-10-28,1400,rv,52.0,42.0,3.0
2018,S,WI,Senate,Emerson,,2018-10-29,2018-10-31,604,lv,53.1,44.4,2.9
2018,S,WI,Senate,Research Co.,,2018-11-01,2018-11-03,450,rv,50.0,39.0,2.4
2018,S,WV,Senate,Harper Polling,,2016-11-16,2016-11-17,500,lv,57.0,35.0,
2018,S,WV,Senate,Research America,,2017-08-11,2017-08-20,400,lv,52.0,38.0,0.7
2018,S,WV,Senate,Zogby,,2017-09-27,2017-09-30,320,lv,45.0,38.0,1.2
2018,S,WV,Senate,WPAi,,2018-05-10,2018-05-10,400,lv,44.0,46.0,1.7
2018,S,WV,Senate,Hart Research Associates,D,2018-05-15,2018-05-16,602,lv,52.0,40.0,1.0
2018,S,WV,Senate,Global Strategy Group,D,2018-05-13,2018-05-16,600,lv,50.0,42.0,1.8
2018,S,WV,Senate,Global Strategy Group,D,2018-05-13,2018-05-16,600,lv,47.0,40.0,1.8
2018,S,WV,Senate,Gravis Marketing (2020 and earlier),,2018-05-22,2018-05-22,543,lv,53.0,40.0,2.0
2018,S,WV,Senate,PPP,,2018-06-12,2018-06-13,633,v,49.0,42.0,1.4
2018,S,WV,Senate,Monmouth,,2018-06-14,2018-06-19,653,v,49.0,42.0,2.9
2018,S,WV,Senate,Monmouth,,2018-06-14,2018-06-19,527,lv,50.0,42.5,2.9
2018,S,WV,Senate,Monmouth,,2018-06-14,2018-06-19,527,lv,51.0,42.0,2.9
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,892,rv,53.0,40.0,2.0
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,804,lv,56.0,40.0,2.0
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,672,lv,53.0,42.0,2.0
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,740,lv,53.0,41.0,2.0
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,892,lv,54.0,40.0,2.0
2018,S,WV,Senate,SurveyMonkey,,2018-06-11,2018-07-02,892,lv,54.0,41.0,2.0
2018,S,WV,Senate,Trafalgar Group,R,2018-07-13,2018-07-16,1158,lv,49.9,39.5,0.7
2018,S,WV,Senate,Harper Polling,R,2018-08-23,2018-08-26,600,lv,47.0,41.0,
2018,S,WV,Senate,Research America,,2018-08-16,2018-08-26,404,lv,46.0,38.0,0.7
2018,S,WV,Senate,Emerson,,2018-09-13,2018-09-15,825,rv,44.8,33.1,2.9
2018,S,WV,Senate,Global Strategy Group,D,2018-09-19,2018-09-23,601,lv,48.0,36.0,1.8
2018,S,WV,Senate,1892 Polling,R,2018-09-24,2018-09-25,500,lv,45.0,45.0,1.3
2018,S,WV,Senate,Tarrance,R,2018-09-23,2018-09-25,612,lv,47.0,43.0,1.6
2018,S,WV,Senate,Strategic Research Associates,,2018-09-17,2018-09-26,650,lv,46.0,38.0,1.8
2018,S,WV,Senate,Public Opinion Strategies,R,2018-10-07,2018-10-09,600,lv,41.0,40.0,1.6
2018,S,WV,Senate,The Polling Company Inc./WomanTrend,R,2018-10-11,2018-10-13,600,lv,49.0,45.0,
2018,S,WV,Senate,Vox Populi Polling,,2018-10-13,2018-10-15,789,lv,53.0,47.0,
2018,S,WV,Senate,Fabrizio,R,2018-10-16,2018-10-18,600,lv,42.0,44.0,1.7
2018,S,WV,Senate,Fabrizio,R,2018-10-16,2018-10-18,600,lv,45.0,47.0,1.7
2018,S,WV,Senate,Strategic Research Associates,,2018-10-12,2018-10-19,650,lv,52.0,36.0,1.8
2018,S,WV,Senate,Research America,,2018-10-19,2018-10-30,400,lv,45.0,40.0,0.7
2018,S,WV,Senate,Emerson,,2018-10-28,2018-10-31,1013,lv,47.3,41.5,2.9
2018,S,WY,Senate,Change Research,,2018-11-02,2018-11-04,858,lv,31.0,60.0,1.4
2019,G,KY,Governor,Mason-Dixon,,2018-12-12,2018-12-15,625,rv,48.0,40.0,2.6
2019,G,KY,Governor,Gravis Marketing (2020 and earlier),,2019-06-11,2019-06-12,741,lv,42.0,48.0,2.0
2019,G,KY,Governor,Clarity,D,2019-08-12,2019-08-13,792,lv,48.0,39.0,1.6
2019,G,KY,Governor,Garin Hart Yang,D,2019-08-19,2019-08-22,501,lv,48.0,39.0,1.0
2019,G,KY,Governor,Mason-Dixon,,2019-10-10,2019-10-13,625,lv,46.0,46.0,2.6
2019,G,KY,Governor,Targoz Market Research,,2019-10-13,2019-10-20,548,rv,52.0,35.0,1.8
2019,G,KY,Governor,Targoz Market Research,,2019-10-13,2019-10-20,401,lv,55.0,36.0,1.8
2019,G,KY,Governor,Trafalgar Group,R,2019-10-29,2019-11-01,1117,lv,46.5,52.4,0.7
2019,G,MS,Governor,Mason-Dixon,,2017-12-13,2017-12-15,625,rv,43.0,37.0,2.6
2019,G,MS,Governor,Chism Strategies,,2017-12-15,2017-12-19,578,rv,37.5,44.7,2.4
2019,G,MS,Governor,Mason-Dixon,,2018-04-12,2018-04-14,625,rv,44.0,39.0,2.6
2019,G,MS,Governor,OnMessage Inc.,R,2019-01-28,2019-01-30,600,lv,36.0,51.0,1.1
2019,G,MS,Governor,Mason-Dixon,,2019-01-30,2019-02-01,625,rv,44.0,42.0,2.6
2019,G,MS,Governor,Hickman,D,2019-05-05,2019-05-09,604,lv,45.0,40.0,1.0
2019,G,MS,Governor,Impact Management Group,,2019-06-10,2019-06-14,610,lv,35.78,48.0,
2019,G,MS,Governor,SurveyMonkey,,2019-07-02,2019-07-16,1042,rv,42.0,51.0,2.0
2019,G,MS,Governor,Hickman,D,2019-08-11,2019-08-15,600,lv,43.0,42.0,1.0
2019,G,MS,Governor,Hickman,D,2019-09-22,2019-09-26,500,lv,45.0,42.0,1.0
2019,G,MS,Governor,Hickman,D,2019-10-13,2019-10-16,508,lv,46.0,42.0,1.0
2019,G,MS,Governor,Mason-Dixon,,2019-10-17,2019-10-19,625,lv,43.0,46.0,2.6
2019,G,MS,Governor,Targoz Market Research,,2019-10-13,2019-10-20,549,rv,39.0,42.0,1.8
2019,G,MS,Governor,Targoz Market Research,,2019-10-13,2019-10-20,384,lv,46.0,47.0,1.8
2019,G,MS,Governor,SurveyMonkey,,2019-10-08,2019-10-22,1002,rv,40.0,47.0,2.0
2019,H,NC,House NC-03,RRH/PMI,,2019-08-26,2019-08-28,500,lv,40.0,51.0,1.9
2019,H,NC,House NC-09,JMC Analytics,,2019-05-21,2019-05-24,350,lv,42.0,46.0,1.8
2019,H,NC,House NC-09,Atlantic Media and Research,,2019-05-20,2019-05-30,358,lv,41.0,39.4,1.3
2019,H,NC,House NC-09,Anzalone Liszt Grove,D,2019-07-15,2019-07-18,450,lv,46.0,46.0,1.5
2019,H,NC,House NC-09,Harper Polling/Clarity Campaign Labs,,2019-08-26,2019-08-28,551,lv,49.0,44.0,
2019,H,NC,House NC-09,Harper Polling/Clarity Campaign Labs,,2019-08-26,2019-08-28,551,lv,51.0,46.0,
